plan_time,runway,airline,destination,REG,peak,gate,cat,distance,meantime_taxi_number,mean_taxi_time,land_takeoff_number,time
2016/1/8 10:55,35,17,7,3270,4,197,42,35197,11,17.11937462,14,17.9
2016/1/8 13:30,35,39,165,1234,3,215,25,35215,45,17.0247428,27,21.6
2016/1/8 13:45,34,105,21,3783,2,217,33,34217,23,16.47257994,8,11
2016/1/8 13:50,35,93,122,172,4,193,48,35193,8,17.37074592,10,14.8
2016/1/8 14:10,35,38,156,1331,4,201,24,35201,10,16.60012723,11,15.4
2016/1/8 14:20,34,38,160,1287,4,24,25,3424,17,16.83063123,10,20.5
2016/1/8 14:20,34,65,100,2899,4,223,13,34223,12,17.03239918,15,14.4
2016/1/8 14:25,34,26,21,885,4,30,43,3430,13,16.28270497,16,14.5
2016/1/8 14:45,35,26,122,1810,2,11,13,3511,8,16.11040828,9,10.4
2016/1/8 15:15,35,26,165,1405,4,22,25,3522,20,16.2921095,17,14.6
2016/1/8 15:20,34,65,100,2874,1,191,9,34191,33,16.9190246,11,17
2016/1/8 15:20,34,39,240,2237,4,209,9,34209,10,17.08292683,19,12.5
2016/1/8 15:30,35,115,172,873,2,203,25,35203,43,16.08475771,6,26.9
2016/1/8 15:30,34,34,100,2487,2,204,8,34204,25,16.07698616,13,14.3
2016/1/8 15:30,34,26,74,846,2,115,25,34115,15,16.06098953,17,11.5
2016/1/8 15:30,34,34,235,2765,4,211,8,34211,7,16.49261115,30,9.2
2016/1/8 15:35,34,90,118,4321,2,34,8,3434,32,16.08475771,12,18.7
2016/1/8 15:35,35,39,184,2330,1,121,8,35121,30,15.91728907,13,15.9
2016/1/8 15:35,34,22,233,2445,2,215,8,34215,25,16.02317721,8,12.5
2016/1/8 15:35,34,38,50,1356,4,35,25,3435,10,17.08292683,20,11
2016/1/8 15:40,35,46,219,563,2,229,8,35229,42,16.04532751,18,21.4
2016/1/8 15:40,35,26,149,1825,2,123,8,35123,26,16.15887349,9,14.9
2016/1/8 15:40,35,26,200,2201,4,228,8,35228,14,15.86653477,25,9.5
2016/1/8 15:45,35,26,218,2083,2,120,7,35120,28,16.01899802,21,15.7
2016/1/8 15:45,35,26,162,2222,1,18,9,3518,23,16.76945876,19,14.1
2016/1/8 15:50,35,46,149,765,2,237,8,35237,36,16.22905226,19,22.8
2016/1/8 15:50,35,26,172,1803,2,12,12,3512,31,16.08475771,24,17.2
2016/1/8 15:55,35,34,216,2225,2,136,8,35136,42,16.03078725,27,24.7
2016/1/8 15:55,35,22,184,2760,1,235,8,35235,25,16.97191101,4,14.2
2016/1/8 15:55,35,26,131,2108,2,139,7,35139,26,16.03480929,19,13.7
2016/1/8 15:55,34,46,235,2791,2,234,9,34234,9,16.02317721,16,7.6
2016/1/8 16:00,34,115,160,1428,2,210,25,34210,25,16.34362512,16,16
2016/1/8 16:00,34,26,47,1775,2,10,12,3410,27,16.65643301,15,14.1
2016/1/8 16:00,34,82,48,3616,2,57,35,3457,15,16.2,13,13.1
2016/1/8 16:00,35,26,171,2109,2,170,7,35170,15,16.06098953,13,11.5
2016/1/8 16:00,34,52,47,549,2,194,48,34194,21,16.22905226,15,11.4
2016/1/8 16:05,34,79,120,38,2,192,13,34192,37,16.58122232,9,19.8
2016/1/8 16:05,35,46,158,2325,1,167,8,35167,25,16.31926484,15,13.8
2016/1/8 16:05,35,22,224,2446,2,232,9,35232,23,16.69958753,22,13.2
2016/1/8 16:10,34,38,159,1260,2,38,25,3438,37,16.42827341,13,20.4
2016/1/8 16:10,34,26,240,940,2,119,8,34119,30,16.38646154,20,15.2
2016/1/8 16:10,34,38,233,602,2,29,25,3429,19,15.99023643,14,9.7
2016/1/8 16:15,35,22,127,1867,2,172,12,35172,26,16.58944214,17,15.2
2016/1/8 16:15,34,108,48,3911,2,70,40,3470,27,16.53633568,9,14.8
2016/1/8 16:15,34,41,203,2335,1,236,8,34236,25,16.31926484,15,13.4
2016/1/8 16:15,35,38,146,840,2,79,30,3579,20,16.50860713,14,11.9
2016/1/8 16:20,34,65,100,2827,1,221,13,34221,34,16.71999172,13,19.5
2016/1/8 16:20,34,26,190,887,2,25,43,3425,26,16.50860713,19,16.1
2016/1/8 16:20,35,26,230,1819,2,111,8,35111,20,16.30887939,20,12.1
2016/1/8 16:20,35,26,122,2151,2,30,12,3530,15,16.18096374,10,9.2
2016/1/8 16:25,34,39,241,1925,2,161,7,34161,37,16.66396636,10,20.7
2016/1/8 16:25,34,1,76,3318,1,190,33,34190,22,17.03072,11,12.9
2016/1/8 16:25,35,26,219,938,2,9,8,359,22,15.90949881,23,12.9
2016/1/8 16:25,34,93,122,110,2,198,18,34198,20,15.86561914,10,11.9
2016/1/8 16:30,34,26,100,961,2,35,9,3435,34,17.73306175,9,21.9
2016/1/8 16:30,35,38,171,1743,1,1,25,351,24,16.92430527,28,11.1
2016/1/8 16:35,35,39,181,2205,1,152,8,35152,52,16.24552036,11,29.2
2016/1/8 16:35,35,37,224,2056,1,146,9,35146,40,17.04749801,25,23.4
2016/1/8 16:35,35,38,170,1730,2,170,25,35170,13,17.85812044,28,9.7
2016/1/8 16:40,35,34,221,2224,1,136,8,35136,49,16.79879466,29,24.9
2016/1/8 16:40,35,22,156,2344,1,218,9,35218,46,16.75586354,19,23.2
2016/1/8 16:40,35,38,176,1251,1,228,25,35228,24,16.94292528,30,16.2
2016/1/8 16:40,34,10,102,3024,2,168,9,34168,26,17.30585263,11,15.2
2016/1/8 16:40,34,34,185,2776,2,182,8,34182,25,15.86234684,10,13.3
2016/1/8 16:45,35,39,224,2254,1,112,8,35112,49,16.83656656,12,26.6
2016/1/8 16:45,35,34,149,2269,1,138,8,35138,35,16.63029915,31,18.2
2016/1/8 16:45,34,39,233,1992,1,151,9,34151,24,17.04749801,17,12.9
2016/1/8 16:50,34,38,212,803,2,38,25,3438,27,17.88088785,11,23.1
2016/1/8 16:50,35,46,176,2448,1,159,8,35159,33,16.99887781,21,18.5
2016/1/8 16:50,35,46,181,2195,1,233,8,35233,25,16.99887781,27,13.6
2016/1/8 16:50,34,46,235,739,1,231,9,34231,16,16.31926484,6,9.2
2016/1/8 16:55,35,22,152,2444,1,227,9,35227,32,16.87793408,25,20.9
2016/1/8 17:00,34,105,19,3808,2,169,33,34169,20,17.27982383,8,12.5
2016/1/8 17:05,35,34,122,2591,2,171,8,35171,30,17.74693437,20,17.7
2016/1/8 17:05,35,38,163,1731,1,124,24,35124,26,16.80064963,17,16.2
2016/1/8 17:05,35,38,156,419,1,143,30,35143,23,16.76783523,17,13.6
2016/1/8 17:05,34,26,71,1888,1,13,12,3413,15,16.77013631,16,12.4
2016/1/8 17:10,34,26,161,496,2,23,8,3423,31,17.38967611,22,20.1
2016/1/8 17:10,35,26,181,2801,1,201,8,35201,31,16.94312692,23,16.3
2016/1/8 17:20,35,99,106,3578,1,200,43,35200,30,16.76530702,9,19.5
2016/1/8 17:20,34,26,116,1874,1,14,12,3414,26,16.84335904,23,17.7
2016/1/8 17:20,35,26,132,2161,1,156,8,35156,16,16.82198403,25,9.7
2016/1/8 17:20,34,22,48,1563,1,229,25,34229,19,16.9190246,15,9.3
2016/1/8 17:25,34,33,100,2947,2,192,13,34192,22,17.86611842,24,20.9
2016/1/8 17:25,34,26,43,1863,1,15,12,3415,31,16.72119588,14,17.6
2016/1/8 17:25,34,12,48,3695,1,194,49,34194,23,16.93235035,18,11.8
2016/1/8 17:30,34,69,60,3624,1,34,25,3434,34,16.84335904,13,20.6
2016/1/8 17:30,34,26,64,2100,1,22,7,3422,29,17.01786012,26,15.3
2016/1/8 17:30,34,46,241,2430,1,234,8,34234,20,16.76114837,20,14.1
2016/1/8 17:30,34,22,50,2302,1,222,9,34222,23,16.76945876,19,13.4
2016/1/8 17:35,35,38,130,1332,1,16,24,3516,22,16.78336816,18,14.1
2016/1/8 17:40,34,26,235,2312,2,19,9,3419,43,17.27045741,22,22.2
2016/1/8 17:40,34,26,48,1021,2,37,9,3437,25,17.9953017,23,17.5
2016/1/8 17:45,35,34,172,2270,2,138,8,35138,24,17.7192275,3,13.5
2016/1/8 17:45,35,22,171,2371,2,220,9,35220,19,17.36140279,14,11.5
2016/1/8 17:45,35,26,165,2187,3,20,9,3520,7,16.41923274,19,10.3
2016/1/8 17:45,35,26,224,2472,2,117,8,35117,9,17.32339468,10,7
2016/1/8 17:50,34,69,50,3626,2,36,25,3436,46,17.36140279,17,26.4
2016/1/8 17:50,34,3,1,3068,2,212,49,34212,33,17.9007217,28,21.2
2016/1/8 17:50,34,26,65,2107,2,141,7,34141,40,17.17296281,27,20.9
2016/1/8 17:55,34,26,60,984,2,119,8,34119,40,17.33470243,24,22.7
2016/1/8 17:55,34,0,14,4047,2,193,49,34193,33,17.73306175,15,19.3
2016/1/8 17:55,34,46,102,2016,3,202,8,34202,8,16.44877175,24,11.8
2016/1/8 18:00,35,39,152,2234,2,161,8,35161,31,17.90278793,16,19.6
2016/1/8 18:00,34,0,19,4009,3,197,42,34197,14,15.84836601,13,13.7
2016/1/8 18:00,35,38,110,603,2,114,25,35114,19,18.00825472,25,11.7
2016/1/8 18:05,34,3,2,3045,2,199,48,34199,20,18.00453118,16,14.5
2016/1/8 18:05,35,41,187,1425,2,230,25,35230,19,17.68687583,18,13.3
2016/1/8 18:05,34,26,76,1890,2,10,13,3410,20,17.65054183,16,12.3
2016/1/8 18:10,35,39,172,2183,3,146,8,35146,23,17.61883562,12,20.3
2016/1/8 18:10,34,26,56,2012,2,155,9,34155,26,17.97574328,21,18.5
2016/1/8 18:10,35,22,133,1446,2,236,25,35236,30,17.72435955,23,18.4
2016/1/8 18:10,35,75,184,1654,2,112,25,35112,29,17.66811719,22,17.2
2016/1/8 18:10,35,26,181,501,2,111,8,35111,18,18.00453118,24,11.9
2016/1/8 18:15,35,34,108,481,2,191,8,35191,25,17.73730496,28,24.5
2016/1/8 18:15,35,38,156,1545,2,9,25,359,16,17.94613979,12,12.4
2016/1/8 18:20,35,37,216,559,2,151,9,35151,30,17.90958904,22,19.9
2016/1/8 18:20,34,0,18,4044,2,223,49,34223,22,17.94511979,14,13.7
2016/1/8 18:25,35,39,219,1242,4,121,25,35121,15,16.60641466,18,17.3
2016/1/8 18:25,35,38,230,1066,2,2,25,352,28,17.73232491,19,15.6
2016/1/8 18:30,34,39,241,2298,2,182,8,34182,32,17.82690445,15,20.3
2016/1/8 18:30,34,65,100,2824,3,172,13,34172,13,17.34539372,24,16
2016/1/8 18:30,34,39,233,1996,2,152,9,34152,17,17.7128666,15,13.8
2016/1/8 18:30,34,39,161,2029,3,161,9,34161,16,15.6309511,15,13
2016/1/8 18:35,34,26,50,2193,3,118,8,34118,13,15.7932335,15,11.5
2016/1/8 18:40,35,26,99,2217,4,18,8,3518,15,15.35068579,11,10.9
2016/1/8 18:45,35,41,161,1410,3,232,25,35232,11,16.775,16,15.7
2016/1/8 18:45,34,12,50,3639,3,224,40,34224,10,17.4945663,18,14.6
2016/1/8 18:50,34,26,100,722,4,34,9,3434,21,15.38998189,8,15.9
2016/1/8 18:50,34,39,202,2069,3,203,7,34203,8,16.57950495,16,12.3
2016/1/8 18:50,34,46,74,2805,4,229,8,34229,13,15.57375,15,10.8
2016/1/8 18:55,34,65,100,2869,4,190,8,34190,17,16.63529412,19,17.2
2016/1/8 18:55,35,38,106,1879,4,115,25,35115,9,16.41771859,10,8.4
2016/1/8 19:00,34,108,50,3904,2,68,40,3468,19,17.91234912,15,14.8
2016/1/8 19:00,34,43,203,1534,3,138,25,34138,12,16.41322751,14,13.6
2016/1/8 19:00,34,34,74,2457,4,207,8,34207,18,15.50438048,13,12.7
2016/1/8 19:05,35,46,108,2399,4,220,8,35220,15,16.58963989,11,12
2016/1/8 19:10,35,22,127,2136,4,225,13,35225,14,16.63529412,12,12.8
2016/1/8 19:15,35,38,150,1361,1,79,25,3579,38,17.03431877,14,20.5
2016/1/8 19:15,34,22,125,1772,4,183,12,34183,13,16.53523588,18,15.4
2016/1/8 19:15,34,26,241,2202,4,124,8,34124,10,16.04364242,25,11.8
2016/1/8 19:20,34,39,160,1566,3,146,25,34146,36,16.27703631,18,19.3
2016/1/8 19:20,34,26,240,2624,4,16,9,3416,20,16.05088988,22,15.7
2016/1/8 19:20,35,26,180,1946,4,79,7,3579,16,16.63529412,15,14.1
2016/1/8 19:25,35,26,216,2777,3,117,8,35117,13,17.15598802,6,8.9
2016/1/8 19:30,34,38,120,601,4,35,25,3435,22,16.24611708,22,20.4
2016/1/8 19:40,35,46,110,2628,4,223,9,35223,17,15.98414634,12,13
2016/1/8 19:45,35,37,224,993,4,205,9,35205,26,15.86653477,22,20.5
2016/1/8 19:50,34,38,117,1880,4,116,25,34116,28,15.72838378,18,22
2016/1/8 19:50,34,19,47,686,3,11,33,3411,16,16.05193277,23,14
2016/1/8 19:50,35,26,98,2350,3,36,8,3536,16,15.99707506,14,13.7
2016/1/8 19:55,35,34,156,2488,4,168,8,35168,28,16.08315098,19,24.9
2016/1/8 19:55,34,39,241,1964,1,151,9,34151,22,17.38329466,28,16.6
2016/1/8 19:55,35,22,216,622,4,226,25,35226,21,16.19833958,19,16.3
2016/1/8 19:55,34,39,235,2373,4,151,8,34151,16,16.23136934,16,13.4
2016/1/8 20:00,34,102,78,3541,4,37,25,3437,25,16.12533113,18,18.5
2016/1/8 20:00,34,46,190,2470,4,224,8,34224,18,16.12533113,21,15.1
2016/1/8 20:05,34,26,125,2152,3,15,12,3415,57,16.7965572,20,30.9
2016/1/8 20:05,35,88,126,4330,4,10,13,3510,18,17.94470859,36,21.7
2016/1/8 20:05,34,52,44,474,3,182,9,34182,18,15.84790647,20,16.6
2016/1/8 20:10,35,39,171,694,1,168,9,35168,39,16.70568928,30,22.1
2016/1/8 20:10,34,52,47,503,3,212,33,34212,33,16.37466475,19,17.9
2016/1/8 20:15,34,101,46,949,3,222,9,34222,30,16.66433991,18,16.6
2016/1/8 20:15,35,46,176,2341,3,233,8,35233,11,16.0102636,9,10.5
2016/1/8 20:20,34,26,126,1788,3,27,12,3427,22,15.7133914,16,16.9
2016/1/8 20:20,35,64,141,1177,3,204,52,35204,18,15.84639831,19,14.9
2016/1/8 20:20,35,26,181,2102,3,111,7,35111,13,15.79334055,17,12.2
2016/1/8 20:25,35,34,110,548,3,171,8,35171,43,16.9381295,20,29.8
2016/1/8 20:25,34,105,18,3839,3,200,50,34200,22,15.84639831,32,17.1
2016/1/8 20:25,35,106,224,2429,3,235,8,35235,15,16.0964231,18,13.1
2016/1/8 20:30,34,26,17,879,3,12,43,3412,40,16.7965572,25,22.2
2016/1/8 20:35,35,37,181,1915,3,136,8,35136,34,16.43924419,19,18
2016/1/8 20:35,35,22,224,2213,3,230,9,35230,33,16.34356244,19,17.7
2016/1/8 20:35,34,39,233,1905,3,152,7,34152,18,15.60300055,20,15.3
2016/1/8 20:40,35,34,111,521,3,171,8,35171,63,16.5786613,23,31.1
2016/1/8 20:40,34,65,100,2817,3,172,13,34172,36,16.69994903,11,19.3
2016/1/8 20:40,34,41,241,1631,3,237,30,34237,25,16.34356244,36,13.8
2016/1/8 20:45,35,39,152,2253,3,121,8,35121,56,17.24456259,34,27.6
2016/1/8 20:45,35,37,184,2088,3,214,7,35214,37,16.66555972,15,20.5
2016/1/8 20:45,34,39,240,1018,3,112,9,34112,29,16.66433991,26,13.4
2016/1/8 20:50,35,21,171,2274,1,232,8,35232,36,17.3538527,24,16.8
2016/1/8 20:50,34,34,50,538,1,191,8,34191,31,16.74175011,20,15.4
2016/1/8 20:55,35,22,219,2442,3,236,8,35236,34,16.66555972,24,18.4
2016/1/8 21:00,35,39,172,2061,1,207,9,35207,54,17.3599335,17,26.1
2016/1/8 21:00,35,34,106,2486,1,206,8,35206,38,16.70568928,27,21
2016/1/8 21:00,34,20,50,1028,3,55,33,3455,34,16.66555972,25,19.7
2016/1/8 21:00,34,38,71,850,3,33,25,3433,32,16.69994903,19,18.8
2016/1/8 21:00,35,26,165,846,4,44,25,3544,27,16.92123421,7,14.6
2016/1/8 21:00,35,26,216,2045,1,2,8,352,24,17.38740554,18,13.1
2016/1/8 21:00,35,26,184,640,3,120,25,35120,15,16.7965572,33,7.7
2016/1/8 21:05,34,26,100,756,1,41,8,3441,46,17.38740554,16,21
2016/1/8 21:05,34,26,235,2062,3,23,8,3423,33,17.32794737,26,17.1
2016/1/8 21:05,35,26,224,2093,1,39,7,3539,32,17.023625,19,15.2
2016/1/8 21:05,34,26,18,887,3,13,43,3413,21,17.89640055,12,14.8
2016/1/8 21:10,35,35,216,976,1,161,8,35161,40,16.83199003,22,24.4
2016/1/8 21:10,34,34,71,2431,1,203,8,34203,29,17.08496448,31,18.6
2016/1/8 21:10,34,39,240,2786,1,138,8,34138,32,17.3538527,15,15.4
2016/1/8 21:10,34,38,233,1257,1,1,25,341,30,16.96109436,17,14.5
2016/1/8 21:10,35,46,106,2340,1,159,8,35159,29,17.15028878,16,13.6
2016/1/8 21:10,34,39,161,2027,1,185,9,34185,25,17.08380225,23,13.5
2016/1/8 21:15,35,26,127,2354,1,201,8,35201,47,17.03431877,23,23.4
2016/1/8 21:15,35,38,111,851,1,115,25,35115,46,17.25591837,30,20.1
2016/1/8 21:15,34,45,18,3981,3,17,42,3417,36,17.63264911,23,19.8
2016/1/8 21:15,35,26,181,740,1,119,9,35119,36,17.0301974,26,17.4
2016/1/8 21:20,35,22,224,2054,1,234,9,35234,38,17.03431877,25,21
2016/1/8 21:20,34,26,241,460,1,38,9,3438,36,16.75908115,21,19.7
2016/1/8 21:20,35,38,158,1331,3,18,24,3518,30,17.90689796,25,17.6
2016/1/8 21:25,34,26,161,2194,3,43,8,3443,41,17.9251153,26,23.4
2016/1/8 21:25,35,77,184,2512,1,190,25,35190,39,16.72880204,9,22.7
2016/1/8 21:25,35,38,152,1287,3,228,25,35228,19,17.43241415,29,11.9
2016/1/8 21:35,35,34,207,2458,4,205,8,35205,20,19.09626168,27,27.8
2016/1/8 21:35,35,38,156,803,4,170,25,35170,31,17.23481229,21,25.4
2016/1/8 21:35,35,38,143,587,1,40,24,3540,25,17.08496448,21,15.9
2016/1/8 21:40,35,26,200,2353,4,37,8,3537,14,17.95804807,7,18
2016/1/8 21:40,35,26,194,454,3,142,8,35142,30,17.90689796,16,16.2
2016/1/8 21:40,35,26,106,1031,3,113,40,35113,14,17.55437882,19,9
2016/1/8 21:45,35,36,100,3007,4,168,10,35168,20,17.87519685,22,24.4
2016/1/8 21:45,35,26,202,2044,4,114,8,35114,13,19.28470395,19,21.9
2016/1/8 21:50,35,54,152,3772,3,49,40,3549,23,16.90512406,11,11.3
2016/1/8 21:55,34,22,212,2249,3,227,8,34227,28,17.32794737,14,15.6
2016/1/8 22:00,34,39,159,1746,3,146,25,34146,35,16.9381295,15,21
2016/1/8 22:00,34,26,214,2078,3,144,7,34144,36,17.28557082,6,20.4
2016/1/8 22:00,34,20,40,914,3,56,46,3456,35,17.67569378,23,19.7
2016/1/8 22:00,35,7,101,4514,5,221,49,35221,6,15.67355932,20,17.2
2016/1/8 22:00,34,26,190,2039,3,114,9,34114,26,16.95490831,21,15.1
2016/1/8 22:05,34,38,185,586,3,111,25,34111,45,17.28557082,27,25.9
2016/1/8 22:05,35,26,240,2277,4,115,8,35115,12,17.39900349,23,19
2016/1/8 22:05,34,26,212,1223,4,20,25,3420,23,17.11134884,17,14
2016/1/8 22:10,35,24,216,1543,4,230,25,35230,38,17.1248279,28,26.1
2016/1/8 22:10,35,41,161,1230,4,231,26,35231,28,17.22767322,31,25.2
2016/1/8 22:10,34,46,161,2481,3,233,8,34233,30,16.9586262,17,15.5
2016/1/8 22:10,35,46,106,2296,3,220,8,35220,27,16.9586262,14,13.2
2016/1/8 22:15,35,26,198,940,4,45,8,3545,16,17.29866264,7,11.8
2016/1/8 22:15,35,26,187,2084,4,29,7,3529,16,17.34137178,13,10.9
2016/1/8 22:15,34,101,47,932,4,223,13,34223,7,17.18429136,15,9
2016/1/8 22:20,35,38,111,2503,4,43,25,3543,20,17.2955122,28,22.3
2016/1/8 22:20,35,26,115,670,4,118,9,35118,18,17.09338991,21,20.7
2016/1/8 22:20,35,46,111,2060,4,229,8,35229,29,17.14233045,22,20
2016/1/8 22:25,35,39,165,1234,5,150,25,35150,0,14.4275974,1,5.9
2016/1/8 22:30,35,30,127,1076,4,225,49,35225,17,17.93088023,14,16.2
2016/1/8 22:30,35,38,106,840,4,35,30,3535,17,17.32716638,15,11.2
2016/1/8 22:35,35,6,100,2887,4,75,37,3575,6,17.59158879,14,14.9
2016/1/8 22:45,35,83,105,3542,4,31,40,3531,10,17.72068429,11,11.2
2016/1/8 22:50,35,34,111,2795,4,206,8,35206,17,17.98330159,16,16.3
2016/1/8 23:00,34,104,37,321,4,196,18,34196,16,18.65104502,16,21.9
2016/1/8 23:00,35,20,47,1012,4,54,37,3554,18,17.80446359,19,21.7
2016/1/8 23:05,35,46,106,2297,4,226,8,35226,15,17.87519685,15,16.8
2016/1/8 23:05,35,87,202,462,4,237,8,35237,12,17.94117211,8,11.8
2016/1/8 23:10,35,24,202,1618,4,234,25,35234,21,19.13509656,19,26.6
2016/1/8 23:10,35,46,111,2050,4,202,8,35202,20,17.94186567,19,23.9
2016/1/8 23:15,35,31,47,908,4,69,42,3569,15,18.60660377,14,16.9
2016/1/8 23:25,35,46,111,2480,4,158,8,35158,26,18.28907502,26,34.8
2016/1/8 23:30,35,50,36,356,4,212,12,35212,21,19.29419569,24,31
2016/1/8 23:30,35,51,11,3172,4,216,49,35216,25,19.63191824,15,23.2
2016/1/8 23:45,35,26,81,2223,5,40,9,3540,11,20.39056445,11,31.7
2016/1/8 23:45,35,89,39,391,4,198,48,35198,29,19.86614173,12,27.1
2016/1/8 23:50,35,26,1,1790,4,10,12,3510,28,20.78715459,13,30.3
2016/1/8 23:50,35,44,152,1101,4,39,21,3539,23,20.35,7,24.9
2016/1/8 23:50,35,26,122,1782,4,17,12,3517,23,20.06681159,7,21.4
2016/1/8 23:55,35,32,91,3745,4,174,37,35174,31,20.94340786,21,37.5
2016/1/8 23:55,35,44,127,1114,4,41,21,3541,17,19.13453061,17,26.6
2016/1/8 23:55,35,74,8,4145,4,27,33,3527,16,19.55800604,9,16.6
2016/1/9 0:05,35,73,99,4539,4,191,9,35191,36,20.35,12,38.9
2016/1/9 0:05,35,26,24,1767,5,147,12,35147,25,20.07018634,16,28.3
2016/1/9 0:10,35,93,122,158,5,172,13,35172,24,19.99265367,4,43.5
2016/1/9 0:10,35,26,125,1808,4,13,12,3513,27,20.78715459,19,28.3
2016/1/9 0:10,34,5,24,3227,5,32,18,3432,11,19.94326396,12,11.4
2016/1/9 0:15,35,22,24,2153,5,190,12,35190,30,19.57278107,12,44.1
2016/1/9 0:15,35,26,126,1809,5,30,12,3530,16,20.04739583,18,28.9
2016/1/9 0:20,35,12,80,3723,5,175,40,35175,23,20.25393586,18,41.8
2016/1/9 0:20,35,9,97,12,5,12,12,3512,24,19.86717489,16,33.7
2016/1/9 0:20,35,26,4,1796,5,15,12,3515,21,19.95248574,14,27.6
2016/1/9 0:25,35,26,32,1785,5,25,12,3525,18,20.18989521,13,32.1
2016/1/9 0:30,35,39,18,892,5,178,42,35178,8,16.93306321,4,16
2016/1/9 1:05,35,25,82,4230,5,205,8,35205,0,18.27591623,6,15.1
2016/1/9 1:05,35,25,81,4228,5,172,8,35172,3,15.75616667,6,14.7
2016/1/9 1:15,35,4,95,4492,5,225,13,35225,9,16.654,5,17.1
2016/1/9 1:20,35,114,120,88,5,196,13,35196,2,13.31335616,1,18.5
2016/1/9 1:30,35,8,12,4307,5,177,14,35177,5,14.96587678,8,20
2016/1/9 1:30,35,22,25,1779,5,199,12,35199,7,15.85667808,6,16.4
2016/1/9 1:35,35,40,161,1087,5,173,39,35173,7,15.85667808,8,19
2016/1/9 2:00,35,115,224,1109,5,61,21,3561,4,15.15947137,3,8.1
2016/1/9 2:40,35,20,8,920,5,60,46,3560,2,14.45501285,5,12
2016/1/9 3:00,35,44,50,1123,5,46,21,3546,0,13.80175439,1,9.7
2016/1/9 3:20,35,40,197,1095,5,174,21,35174,0,13.36397516,1,7.9
2016/1/9 3:30,35,115,76,924,5,63,21,3563,0,13.03974763,0,8.5
2016/1/9 3:40,35,115,202,1203,5,178,21,35178,0,12.67978723,1,8.7
2016/1/9 3:50,35,1,76,3320,5,40,37,3540,0,12.93393393,3,10
2016/1/9 3:59,35,50,101,3934,5,48,33,3548,4,12.17797101,4,16.6
2016/1/9 3:59,35,19,47,776,5,43,37,3543,0,12.76212121,4,7.6
2016/1/9 4:00,35,28,201,1188,5,122,19,35122,2,12.532,2,6.1
2016/1/9 4:05,35,31,76,1023,5,58,37,3558,0,12.20243902,1,6.2
2016/1/9 4:15,35,54,50,4071,5,47,43,3547,1,12.70944056,3,10.8
2016/1/9 4:30,35,33,164,2980,0,51,35,3551,53,15.80850631,24,24.1
2016/1/9 4:50,35,2,95,4499,5,41,35,3541,5,12.59768519,5,10.8
2016/1/9 5:00,35,115,164,1027,0,66,33,3566,28,19.2473766,18,17.9
2016/1/9 5:00,35,85,48,3927,5,76,33,3576,7,12.39876033,5,13.7
2016/1/9 5:25,35,40,127,1116,5,175,21,35175,7,12.45720524,8,17.5
2016/1/9 5:30,35,104,96,287,5,49,47,3549,5,12.39876033,3,12.7
2016/1/9 5:40,34,36,100,3003,1,50,12,3450,36,15.64359768,17,17.2
2016/1/9 5:45,35,72,76,3324,5,57,33,3557,1,12.17797101,1,6.8
2016/1/9 5:50,35,18,4,3075,5,78,47,3578,0,11.82560976,5,7.4
2016/1/9 5:55,35,85,40,4076,5,75,35,3575,9,13.19010989,4,14.6
2016/1/9 6:00,35,44,152,1114,5,40,21,3540,1,12.96522593,3,8.4
2016/1/9 6:05,35,44,127,1101,5,39,21,3539,2,12.8067086,2,9.1
2016/1/9 6:15,35,104,37,343,5,192,47,35192,12,13.08351893,5,18.5
2016/1/9 6:25,34,12,48,3719,4,173,40,34173,11,13.58029967,2,14.8
2016/1/9 6:40,35,26,181,2099,4,228,7,35228,17,12.82244582,5,14.1
2016/1/9 6:40,34,38,142,1361,4,20,25,3420,18,12.70989761,9,11.8
2016/1/9 6:40,35,42,138,1311,4,201,24,35201,19,12.77372093,5,9.9
2016/1/9 6:45,34,2,40,4471,4,45,35,3445,21,12.78448509,3,23.7
2016/1/9 6:45,35,46,143,2482,4,164,8,35164,23,12.77372093,16,16.7
2016/1/9 6:45,34,34,185,2457,4,206,8,34206,19,12.77372093,11,12.9
2016/1/9 6:45,34,22,235,2446,4,146,9,34146,12,12.93408948,6,12.6
2016/1/9 6:45,35,26,227,2105,4,85,7,3585,13,12.77480258,9,8.9
2016/1/9 6:50,34,34,240,520,4,191,8,34191,14,12.88529032,5,16.8
2016/1/9 6:50,35,97,105,3596,2,196,13,35196,24,14.03533001,8,15.8
2016/1/9 6:50,34,34,233,2488,4,171,8,34171,18,12.75786901,5,13.9
2016/1/9 6:50,35,38,225,1731,4,111,24,35111,18,12.85226131,7,13.6
2016/1/9 6:50,34,46,190,2016,4,198,8,34198,18,12.85226131,7,12.3
2016/1/9 6:50,35,26,148,2159,4,82,8,3582,0,13.20791969,14,5.6
2016/1/9 6:55,35,39,165,1291,2,112,25,35112,26,14.37213429,10,14.5
2016/1/9 7:00,34,30,209,1511,2,159,25,34159,25,14.34800563,10,13.9
2016/1/9 7:05,35,46,164,2628,2,174,9,35174,26,17.37785333,16,16.5
2016/1/9 7:15,34,65,100,2861,2,182,8,34182,31,14.25130916,15,18.4
2016/1/9 7:15,34,22,161,2344,2,230,9,34230,24,14.38297769,4,13.4
2016/1/9 7:15,34,34,241,2269,2,138,8,34138,13,13.74374308,8,11.7
