time,runway,peaknew,gatenew,NewPushA,NewPushBa,NewPushoutB,append2_res,append1_res
300,35,5,17,5,8,20.14679912,3,6
300,35,5,12,6,9,20.14679912,3,7
300,35,5,220,8,14,20.18989521,2,8
600,35,5,30,5,8,20.20559846,1,5
600,34,5,65,4,14,18.05743741,1,7
600,34,5,32,11,19,20.42940678,1,10
900,35,5,13,7,12,20.39056445,1,6
900,35,5,217,8,12,20.25393586,2,8
1200,35,5,141,3,7,20.28190955,1,4
1200,34,5,15,6,14,18.64801921,1,7
1200,34,5,176,5,17,19.73394794,0,8
1500,35,5,28,1,8,19.73394794,0,4
1500,34,5,69,5,9,17.37691108,1,6
1800,34,5,197,3,6,16.67942664,3,6
2100,34,5,196,10,19,20.28386783,1,9
2400,34,5,191,7,18,19.87829146,1,8
3600,34,5,169,7,18,18.07709497,1,9
3900,34,5,229,6,15,18.33961486,1,6
3900,34,5,226,3,8,15.92046589,4,7
4500,34,5,223,4,5,17.19154705,0,3
4500,34,5,190,4,6,16.93306321,1,5
4800,34,5,200,1,3,16.22503794,3,2
4800,34,5,198,2,6,15.85667808,3,5
5400,34,5,192,1,3,15.65819113,2,3
6300,34,5,172,1,2,15.81980198,1,2
6600,34,5,225,1,2,16.06463596,2,1
7200,34,5,68,0,2,16.00711538,2,1
7500,34,5,40,1,2,13.80175439,2,2
7800,34,5,214,2,3,15.74754098,0,2
9300,34,5,61,0,0,12.20243902,2,0
9900,34,5,39,3,3,13.26296296,1,0
10500,34,5,70,2,3,13.44811321,1,1
10800,34,5,41,1,1,14.20519481,4,0
11100,34,5,42,1,3,13.59171779,1,2
11700,34,5,177,0,1,13.49556314,0,0
12600,34,5,60,0,3,13.42888199,1,3
12600,34,0,62,18,35,16.09011964,9,14
13500,34,5,50,0,2,12.68724832,2,1
13800,34,5,43,2,2,12.28708487,5,1
14700,34,5,45,1,2,12.69787986,4,2
15900,34,5,75,0,0,13.33224638,5,0
16800,34,5,176,1,2,12.69787986,3,0
18000,34,5,41,1,2,12.44122449,3,0
19800,34,5,49,2,5,12.8067086,1,2
20400,34,5,52,2,6,12.77450199,2,4
21000,34,5,173,1,2,11.99730539,5,1
21000,34,5,77,1,2,12.07966102,4,2
21600,34,5,46,3,7,12.8067086,1,3
21900,34,5,65,4,5,12.83793103,0,1
21900,34,5,45,0,2,13.1832998,1,4
22200,34,5,173,4,5,12.52899263,4,1
22500,34,5,212,1,5,12.91613546,2,4
23100,34,5,177,3,3,12.96700405,2,0
24000,34,4,140,1,4,12.77372093,1,1
24000,35,4,19,7,13,13.01177474,2,3
24000,35,2,10,7,20,13.58208791,4,11
24300,35,4,86,5,7,12.93408948,3,2
24300,34,4,161,6,9,12.77372093,3,2
24300,34,4,34,9,10,12.87327478,4,3
24300,35,4,229,16,22,12.93408948,8,7
24300,34,1,185,13,25,15.87918822,4,15
24600,35,4,111,12,18,12.90369249,5,5
24600,34,4,183,15,19,12.88529032,6,6
24600,35,4,29,14,23,12.92371378,7,8
24600,35,4,169,12,22,13.20791969,5,8
24600,34,0,158,13,22,16.09011964,7,9
24900,34,4,17,4,13,13.50687361,2,5
24900,34,4,123,7,20,13.45435268,4,8
24900,35,4,112,15,27,13.2463469,8,14
25200,35,4,63,4,9,12.92371378,2,3
25200,34,4,206,8,16,13.43938547,4,5
25200,35,4,1,7,20,13.45435268,4,8
25200,35,2,20,12,25,13.84706849,5,13
25200,35,4,196,19,31,13.1449506,8,17
25500,34,4,35,8,23,13.50687361,5,11
25500,35,4,220,12,24,13.33556672,7,11
25500,34,0,31,15,27,16.10990366,7,11
25800,35,2,153,13,17,14.18957346,5,10
25800,34,2,156,8,22,13.58208791,4,12
26100,34,2,165,4,11,13.74374308,2,7
26100,34,2,209,11,17,14.19495366,3,8
26100,34,2,189,12,19,14.41690334,3,8
26100,34,2,207,13,21,14.43773842,4,9
26100,34,2,26,16,33,14.84021739,2,14
26400,34,2,121,13,20,14.38297769,3,10
26400,35,2,0,12,20,14.19495366,4,10
26400,34,2,33,15,30,15.28147418,3,11
26400,34,2,210,17,28,14.47566138,4,13
26700,34,2,224,10,15,14.37213429,3,7
26700,34,2,154,13,21,14.50047109,3,9
26700,34,2,231,12,21,14.59958106,3,10
26700,35,1,182,19,37,15.85553367,3,15
27000,35,1,157,5,14,15.38906803,1,5
27000,35,0,40,12,24,16.19054206,8,9
27000,34,2,146,16,31,14.77510271,2,14
27000,34,2,151,18,34,15.20670827,3,14
27000,34,1,171,12,25,15.74491089,5,16
27300,35,2,160,4,13,14.84021739,1,5
27300,34,1,22,14,32,16.05856178,2,12
27300,34,2,138,14,27,14.77510271,2,13
27300,34,1,172,18,37,15.95051752,3,17
27600,34,1,163,14,27,15.99258024,2,11
27600,34,1,136,18,34,15.7391491,3,12
27600,35,1,152,14,29,15.99258024,3,13
27900,34,1,155,14,31,16.05856178,2,11
27900,34,0,147,18,35,16.13492549,8,13
28200,35,1,119,3,8,15.6351434,0,4
28200,35,1,233,10,18,15.9878589,2,5
28200,35,0,68,9,22,16.13127196,7,14
28200,35,1,205,6,19,15.6400607,4,15
28200,34,1,227,13,29,15.97334178,4,15
28200,34,1,13,12,31,15.69936983,6,19
28500,34,1,44,14,35,15.69936983,7,20
28800,34,1,221,8,17,17.39793487,8,7
28800,35,1,235,7,15,15.6689496,2,11
28800,35,1,186,6,17,15.66351964,3,13
28800,34,1,148,5,18,15.6400607,3,14
28800,34,1,204,15,32,15.66709782,6,17
28800,34,1,116,13,31,15.6351434,5,20
29100,34,0,179,14,23,15.99063145,7,10
29100,35,0,203,11,20,15.7925435,4,10
29400,35,0,150,9,17,16.39543446,2,10
29400,34,1,200,10,25,15.66709782,6,15
29700,34,0,208,12,17,15.95309341,4,8
29700,34,0,167,12,18,16.03250786,5,8
30000,35,0,166,7,11,15.81725,3,7
30000,34,0,222,22,41,16.18434588,9,18
30300,35,0,145,2,10,16.21455085,4,3
30300,34,0,168,10,24,16.21455085,8,8
30300,34,0,213,10,19,16.31727806,3,12
30300,34,0,202,13,27,16.31387724,4,13
30600,34,0,164,13,24,16.18434588,7,8
30600,34,0,191,19,36,16.13492549,8,15
30600,35,0,180,19,35,16.4419693,5,17
30900,35,0,236,10,19,16.33493202,3,8
30900,35,0,232,12,27,16.17644428,7,10
30900,34,0,178,15,27,16.27797112,5,14
30900,34,0,10,15,29,15.98876285,8,18
31200,34,1,216,5,18,17.05300191,6,10
31200,35,0,16,10,19,16.31727806,3,12
31200,35,0,162,15,26,16.36067208,3,13
31200,34,0,159,14,23,16.11421446,6,14
31200,34,0,79,18,35,16.27797112,9,18
31200,35,1,50,19,38,16.59474269,14,19
31500,35,0,83,9,15,16.06123099,6,8
31500,35,0,140,10,20,15.98876285,3,12
31500,35,1,194,11,28,17.05300191,12,14
31500,34,0,34,17,33,16.13127196,8,19
31800,34,0,229,11,21,15.96168421,7,10
31800,35,0,234,8,17,16.16997207,7,11
31800,34,0,218,10,24,16.28176678,7,12
31800,34,1,36,9,24,17.05300191,9,12
31800,34,0,25,11,23,16.06123099,7,14
31800,34,0,120,13,24,15.97481508,8,15
31800,34,0,206,15,33,16.28176678,8,16
31800,34,1,21,19,41,17.41903739,25,18
32100,35,0,195,10,21,16.45434234,3,11
32100,35,0,122,10,24,16.28176678,7,12
32100,34,0,28,13,27,16.45434234,8,15
32100,34,0,228,15,29,16.53140167,7,16
32400,35,1,114,4,13,16.94207589,8,9
32400,35,1,85,7,16,16.71256994,8,9
32400,35,0,41,10,18,16.57194323,6,9
32400,35,1,170,12,24,16.67612328,10,15
32700,35,1,118,11,17,16.53237463,5,7
32700,34,1,30,12,18,16.53237463,8,9
32700,34,1,139,9,18,16.67612328,8,11
32700,34,1,42,12,28,16.89721086,12,14
32700,35,0,230,15,30,16.51780523,9,15
33000,34,1,12,9,23,17.39793487,10,9
33000,34,1,117,7,17,16.81298557,9,11
33000,34,1,80,14,35,17.18882106,15,16
33300,35,1,2,11,23,17.3492126,8,9
33300,34,2,115,6,19,16.89403606,11,11
33300,34,1,215,11,25,16.71256994,10,14
33600,35,2,67,1,7,17.37785333,7,3
33900,35,1,219,8,14,17.43795712,8,7
33900,34,1,143,12,26,17.37046293,14,11
34200,35,2,1,7,14,17.38473896,8,8
34200,34,1,149,11,22,17.43795712,13,11
34200,34,2,199,8,20,17.34670256,16,11
34200,34,2,20,12,25,17.43946754,19,12
34500,35,2,43,5,11,17.43946754,6,6
34500,34,2,227,9,22,17.52396621,11,12
34800,34,2,190,7,15,17.57311258,9,7
34800,34,3,22,11,17,17.0607767,8,9
34800,34,1,220,11,22,17.52842105,12,12
35100,34,3,9,8,19,15.83056938,10,10
35100,34,2,217,11,26,17.49388235,17,12
35100,34,2,124,11,28,17.3129683,23,14
35100,34,2,111,12,27,17.40904829,19,14
35400,35,2,197,9,19,17.25427616,15,9
35400,34,2,116,7,18,16.91326198,12,9
35400,34,3,170,10,22,16.05068871,12,12
35400,34,1,59,16,41,18.61857923,16,18
35700,35,2,11,3,7,16.91326198,4,3
35700,34,2,202,8,17,17.18374506,18,8
35700,35,3,172,8,17,16.24141574,10,9
35700,34,2,181,12,28,16.91326198,15,13
36000,35,3,123,1,1,17.06303419,7,4
36000,34,2,26,9,22,16.91326198,13,12
36300,35,1,10,13,19,16.40862745,6,8
36300,35,2,169,5,16,16.89403606,11,10
36600,34,3,35,9,17,17.24369892,8,8
36900,34,3,114,10,18,16.56094796,11,9
36900,34,3,193,13,23,17.32490909,7,10
37200,35,3,201,9,14,17.2308747,5,6
37200,34,3,226,13,20,16.86429268,10,9
37200,34,3,19,13,21,16.87214567,11,11
37500,34,3,33,9,19,17.39081256,5,7
37500,34,3,223,11,19,17.37184293,5,7
37500,34,3,2,9,19,15.48833424,7,10
37800,35,3,119,3,6,16.36448894,1,3
37800,35,3,69,8,14,16.77176648,3,7
38100,34,3,46,9,17,16.14186173,9,9
38400,34,3,29,7,17,15.91968854,10,9
38400,35,3,138,10,22,15.36048518,8,10
38400,34,3,142,9,21,15.65910349,8,11
38400,34,3,148,9,20,16.05068871,12,11
38400,34,3,176,10,21,16.24141574,11,12
38700,35,3,79,4,9,15.65910349,3,6
39000,35,3,38,6,12,15.21236501,6,6
39000,34,3,1,9,16,15.13554502,9,8
39000,34,3,146,5,10,15.75870599,7,9
39000,34,3,191,11,23,15.43088077,11,11
39000,35,3,112,15,27,15.32124874,10,13
39300,34,1,34,6,13,16.24069401,6,7
39300,35,1,230,19,29,16.56103203,6,12
39300,35,0,198,19,38,16.21636439,16,19
39600,35,1,150,3,8,15.99075786,5,4
39600,35,3,17,7,10,15.53465686,7,6
39600,34,1,30,15,25,16.28269987,6,10
39600,34,3,16,11,20,15.81822796,7,10
39900,34,3,231,6,10,15.66663452,7,7
39900,34,1,0,9,19,16.35558559,7,10
39900,34,0,123,12,27,16.23452675,8,12
40200,35,1,120,7,10,16.54246032,2,3
40200,35,1,156,10,17,16.17055556,5,5
40200,34,1,220,9,13,16.40862745,3,6
40200,35,1,205,14,26,16.25123004,7,12
40500,34,1,227,10,17,16.17273497,6,6
40500,35,1,218,15,28,16.56642567,5,12
40800,35,1,155,5,10,16.28269987,2,4
40800,34,1,26,12,20,16.13170732,6,8
40800,34,0,31,9,20,16.5134984,11,8
40800,34,0,190,9,22,16.3102091,10,11
40800,35,1,236,14,27,15.98942308,9,11
41100,35,1,21,10,21,16.07567454,5,9
41100,34,0,115,15,31,16.88464715,12,12
41100,34,0,33,13,29,17.48611929,5,18
41400,34,0,235,6,14,16.87366224,6,7
41400,34,1,27,8,20,16.0845447,7,8
41700,34,1,124,11,26,16.0845447,8,10
41700,35,1,225,14,24,16.12955895,10,11
41700,35,0,118,14,31,17.51741911,8,12
41700,35,1,121,18,34,16.07567454,16,17
41700,35,0,161,17,36,16.21636439,15,18
42000,34,0,187,10,24,16.72626343,10,11
42000,35,1,195,15,29,15.98183347,9,13
42000,34,0,182,16,37,17.58268264,4,18
42300,35,0,122,8,19,16.72626343,10,9
42300,35,0,194,18,37,17.63218569,4,18
42300,35,0,210,20,40,17.66458254,5,20
42300,34,0,88,29,52,16.57933785,22,22
42600,35,0,37,11,19,17.28403424,7,5
42600,34,0,152,14,27,16.87366224,9,12
42600,34,0,111,14,30,16.86909774,12,13
42600,34,0,52,18,38,16.88464715,16,14
42600,35,0,212,22,42,16.84605457,14,17
42900,35,0,234,14,26,17.13129549,10,8
42900,35,0,228,19,36,17.42984569,9,15
42900,35,0,202,25,48,17.42984569,9,20
43200,34,0,222,15,26,17.04757741,10,10
43200,34,0,140,16,31,17.28403424,9,11
43200,35,0,65,18,31,17.18623108,11,11
43200,34,0,15,13,29,17.55086727,7,12
43200,34,0,53,14,30,17.66979284,6,14
43200,35,0,136,13,30,17.60398029,4,16
43200,34,1,120,16,32,18.35427589,12,18
43200,35,0,168,31,56,17.04757741,12,24
43500,35,0,141,9,19,17.60949635,1,9
43500,34,0,200,10,26,17.68380443,3,11
43500,34,0,199,14,29,17.51741911,8,11
43500,35,0,237,9,20,18.1282433,9,13
43500,34,1,23,18,40,18.56082103,15,17
43800,34,0,35,17,36,17.66979284,6,16
43800,34,0,171,21,42,17.59740406,6,19
43800,34,0,14,14,36,17.66816743,10,19
44100,34,0,204,16,33,17.68380443,3,16
44100,34,0,223,16,35,17.60990854,4,17
44100,34,0,32,13,32,17.98224456,11,17
44100,35,0,185,14,35,17.74668271,10,20
44100,34,0,18,21,45,17.63218569,4,23
44400,35,2,12,2,4,18.69607177,3,0
44400,34,1,169,14,27,18.45853558,11,13
44400,34,0,226,14,34,17.58268264,3,16
44400,35,0,203,15,29,17.51838866,4,17
44400,34,0,193,25,57,17.80979381,16,26
44700,34,1,184,18,39,18.38482205,17,18
44700,34,1,149,18,40,18.22642074,12,18
44700,34,0,29,18,38,17.48611929,6,20
45000,35,0,220,12,22,17.6237234,3,13
45300,35,1,11,6,11,18.38482205,6,7
45300,35,1,116,5,15,18.08575788,3,9
45300,34,1,233,14,35,18.22642074,10,16
45300,35,0,56,14,36,17.66816743,10,19
45300,34,0,20,16,40,17.66816743,10,21
45600,35,2,218,5,14,19.458901,7,9
45600,34,1,114,15,37,18.61857923,15,16
45900,35,0,113,3,5,18.10091743,1,4
45900,35,0,112,10,20,19.19009434,4,10
45900,34,0,19,18,32,18.4507728,7,15
45900,34,1,215,18,40,18.45616534,18,18
46200,35,2,30,6,10,18.65345758,8,5
46200,35,1,227,6,17,18.61857923,7,7
46200,34,0,191,16,34,18.26177249,11,18
46200,34,1,36,21,42,18.45853558,15,20
46200,34,0,211,17,38,18.26050309,12,20
46500,34,1,208,17,36,18.56082103,15,15
46500,34,1,209,18,40,18.6057759,14,17
46800,35,0,37,3,10,18.26050309,6,4
46800,35,1,232,9,18,18.6057759,5,6
46800,34,0,151,14,28,18.84359177,5,14
46800,34,1,139,15,30,18.35427589,12,16
46800,34,0,10,19,36,19.14106792,8,19
47100,34,0,172,14,28,18.11745045,6,15
47100,34,1,146,16,32,18.36162233,13,17
47100,34,0,13,18,39,18.26050309,12,21
47400,35,0,201,7,15,17.98131107,3,8
47700,34,2,190,7,23,19.28304204,10,14
47700,34,0,224,15,28,18.32114198,5,15
47700,34,0,225,18,29,19.19674892,5,16
48000,35,2,117,5,7,19.56113102,3,3
48000,35,0,230,13,24,18.56063626,5,12
48000,34,0,168,15,30,18.79109723,6,15
48000,34,2,182,8,23,19.57070064,8,16
48300,35,0,205,13,24,19.19009434,5,13
48300,34,0,34,18,34,18.71856311,7,18
48600,35,2,234,10,19,19.52404394,6,11
48600,35,2,121,12,25,19.36474536,6,13
48600,34,2,222,14,29,19.2960968,10,19
48600,34,0,17,17,39,19.2473766,11,23
48900,35,2,169,13,20,16.17021035,10,8
48900,34,0,236,14,26,19.23645914,5,13
48900,34,2,231,11,30,19.57070064,11,19
49200,34,2,24,17,40,19.458901,18,21
49200,34,2,144,14,36,19.57070064,16,22
49500,35,2,40,7,12,18.70768856,9,7
49500,34,2,138,7,20,19.57070064,6,12
49500,34,2,197,20,37,18.60132029,24,14
49800,35,2,124,2,6,19.28304204,4,5
50100,35,2,16,2,8,18.68694593,5,6
50100,34,2,20,12,23,18.47209528,16,8
50100,35,2,136,9,24,19.36449788,9,14
50400,34,2,14,15,31,18.48195777,21,13
50400,34,2,31,18,37,18.65496559,23,13
50400,34,2,229,11,31,19.21481836,17,17
50700,35,3,2,3,5,17.81396087,3,4
51000,35,2,153,3,6,18.65345758,5,4
51000,34,2,33,12,26,18.5396862,19,14
51300,34,2,207,15,27,18.58371648,20,8
51300,34,3,224,5,12,17.67640449,8,9
51300,34,2,192,16,33,18.49929011,20,13
51600,34,2,79,12,22,18.48195777,15,8
51600,34,2,193,12,25,18.58986455,20,13
51600,34,2,1,17,35,18.4184198,22,14
51900,35,3,18,2,8,18.48524988,6,5
51900,34,3,111,10,27,18.37506763,18,16
51900,34,3,11,11,28,18.37506763,22,17
52200,35,3,115,2,8,18.32357143,2,3
52200,34,3,34,6,12,17.65830158,11,9
52500,34,3,37,11,29,18.35268097,22,17
52560,34,2,63,14,30,18.46336439,25,14
52800,34,2,165,11,22,18.60701837,17,8
52800,34,3,191,11,31,18.37510186,21,18
53100,35,1,15,9,18,16.97191101,13,9
53100,34,3,171,8,20,18.32051414,13,14
53100,34,3,168,13,31,18.37506763,23,19
53400,34,2,35,9,14,16.06493656,5,4
53400,35,3,195,2,4,18.32051414,5,6
53700,34,4,203,6,14,17.49582367,10,9
53700,34,3,38,6,11,17.73465665,11,9
54000,34,3,55,6,12,17.68966986,13,10
54600,34,4,229,5,9,17.05187064,6,6
54900,34,4,202,2,9,17.37074592,8,7
54900,34,4,235,4,11,17.58799776,5,7
55200,34,4,112,6,8,16.83063123,6,3
55200,34,2,182,14,23,16.2014571,13,8
55800,34,4,206,4,8,17.2032345,6,6
55800,34,2,207,14,20,16.18536873,10,6
55800,34,2,114,14,20,16.19942987,9,8
55800,35,2,205,14,34,16.03480929,24,15
56100,34,4,227,4,9,16.74408322,4,3
56100,34,4,29,6,10,16.76288525,5,5
56100,34,4,36,10,16,16.76288525,7,6
56100,34,2,204,15,26,16.07698616,14,10
56100,35,2,117,10,26,16.03480929,17,11
56400,35,2,215,14,22,16.16915939,11,8
56400,35,2,1,13,25,16.01899802,14,9
56400,35,2,228,11,25,16.09166667,16,12
56400,35,2,195,13,30,16.39556434,20,14
56700,35,2,122,4,10,16.03806043,5,2
56700,35,2,19,18,29,17.55232224,12,11
57000,35,2,236,15,28,16.0037037,17,10
57000,35,2,234,17,38,16.08475771,24,15
57000,35,2,10,13,30,16.65643301,17,16
57300,34,2,226,7,12,16.17030335,5,2
57300,34,2,231,11,24,16.03610473,12,9
57300,35,2,9,13,26,16.03078725,17,11
57300,35,2,220,17,30,16.41507607,14,16
57300,35,2,121,17,33,16.03078725,22,16
57600,34,2,65,5,11,16.41176749,8,5
57600,34,2,142,7,17,16.22905226,13,6
57600,34,2,194,9,17,16.39556434,16,10
57600,34,1,14,15,32,16.63029915,19,16
57600,35,2,23,12,36,17.66514826,15,18
57900,34,2,190,6,11,16.13026506,4,5
57900,35,2,116,16,29,16.50860713,13,15
57900,35,2,237,18,37,16.27631923,22,18
57900,35,2,201,18,33,16.38666031,11,19
58200,34,1,118,6,13,15.86658824,5,8
58200,34,2,79,6,13,16.65643301,13,9
58200,34,2,16,11,20,16.63798165,11,9
58500,34,2,72,5,10,16.47257994,11,7
58500,34,1,232,9,18,16.4328534,8,10
58500,35,1,24,10,18,16.31926484,9,10
58500,35,2,219,15,32,16.60877828,15,17
58800,35,4,27,2,8,16.60641466,6,8
58800,34,1,171,14,23,17.01786012,18,9
58800,34,1,37,8,20,16.73694479,13,11
58800,35,2,120,11,20,15.80658144,7,14
59100,34,2,136,9,15,15.80028504,6,9
59100,34,1,193,10,26,16.91586614,17,13
59400,35,1,38,9,23,16.94292528,15,9
59400,34,1,13,8,17,15.86658824,5,10
59700,35,1,230,7,9,16.82198403,5,5
59700,35,1,151,10,21,15.86658824,7,12
59700,35,2,1,11,27,17.66811719,10,13
60000,35,2,228,10,18,17.36140279,10,6
60000,34,2,138,7,13,16.06098953,5,7
60000,35,1,218,4,12,16.78594642,7,8
60000,35,1,112,4,14,16.75807025,5,9
60000,34,1,231,11,26,16.97191101,17,13
60300,35,1,113,6,17,16.99887781,8,9
60300,34,2,223,17,26,17.66783453,9,9
60300,34,4,171,4,13,16.69844011,6,10
60300,35,1,152,11,23,16.82265101,13,13
60300,34,1,146,12,23,16.24552036,10,13
60600,35,1,233,6,18,16.99887781,8,10
60600,35,1,166,8,18,16.52360811,8,10
60600,34,1,123,5,12,16.8309075,4,11
60900,34,4,234,20,30,16.95196776,9,13
61200,35,1,9,7,14,16.75586354,10,6
61200,34,1,192,7,19,16.78594642,8,11
61500,35,2,182,14,25,17.27045741,17,10
61500,35,2,111,15,27,18.00825472,5,11
61500,34,1,11,6,17,16.8902342,6,11
61500,35,2,124,19,31,17.85803611,9,13
61800,34,1,170,10,15,16.88248848,12,6
61800,35,1,2,4,12,16.78594642,7,6
62100,34,1,117,9,17,17.01786012,16,7
62400,35,2,197,10,19,17.17296281,12,6
62400,35,2,79,14,20,17.73306175,8,8
62400,34,3,21,9,17,16.27703631,14,8
62400,34,2,202,17,27,17.7192275,10,11
62400,34,1,229,6,16,16.75807025,5,11
62700,34,1,225,8,15,17.01786012,14,5
62700,34,2,30,17,28,17.85803611,9,12
62700,34,2,190,16,36,17.99759661,13,18
63000,34,1,235,7,9,16.75074503,6,6
63000,34,1,22,10,13,16.72119588,10,6
63000,34,1,33,9,13,16.76928808,11,6
63000,34,2,224,13,31,17.65054183,10,15
63300,35,2,0,7,14,17.19413735,10,4
63600,35,4,2,5,10,16.5400542,7,6
63600,34,2,29,12,23,17.27045741,14,8
63600,34,2,113,12,30,17.99759661,5,13
63600,34,2,151,18,33,17.93014544,9,14
63900,35,2,140,14,21,17.48556237,8,9
63900,35,2,12,13,23,17.93014544,8,10
63900,35,2,236,12,30,17.99759661,5,13
63900,35,2,222,12,30,17.99759661,6,15
63900,35,2,121,17,40,17.68687583,15,19
64200,34,2,143,13,25,17.30585263,14,10
64200,34,2,212,17,31,18.00825472,7,14
64200,34,2,34,18,32,17.90278793,7,14
64200,34,2,10,18,35,17.95160226,12,18
64500,34,2,122,15,26,17.32224481,12,10
64500,34,2,194,9,23,17.72236105,12,11
64800,34,2,205,6,18,17.91234912,10,10
64800,35,2,119,16,26,17.95088208,5,11
64800,35,2,161,23,47,17.95160226,16,23
65100,34,2,14,6,14,17.98180147,8,9
65100,35,2,237,12,29,17.72435955,8,13
65100,34,3,172,12,25,17.07150259,19,14
65400,35,2,20,8,22,17.85812044,2,10
65400,34,2,31,12,33,17.66811719,11,15
65400,35,2,227,13,38,17.82690445,20,20
65400,35,2,234,18,49,17.91234912,19,21
65400,35,2,152,17,41,17.65673289,17,21
65700,35,2,195,11,30,17.72236105,16,15
65700,35,2,168,15,40,17.76171713,20,20
66000,34,3,200,15,30,17.66978178,12,14
66000,35,2,136,16,38,18.00453118,17,18
66000,35,2,146,17,40,17.94613979,16,18
66300,35,3,116,6,13,16.57274559,7,8
66300,35,3,138,12,22,17.4945663,10,9
66300,35,2,38,11,28,17.96919964,15,15
66600,34,3,192,11,19,17.37739483,9,10
66600,34,3,207,10,19,17.61883562,10,10
66600,34,2,191,6,17,17.86611842,12,11
66900,34,2,24,11,21,17.67510354,12,12
67200,35,4,34,7,8,15.98215078,11,1
67200,34,3,112,13,25,17.31163994,12,13
67200,34,3,203,11,25,16.85115063,17,15
67200,34,3,79,9,25,16.44459601,18,16
67500,35,3,232,7,16,17.01256517,5,8
67500,34,3,229,10,24,16.51023069,13,15
67800,34,3,167,11,18,17.07150259,8,9
67800,34,3,142,7,18,16.76623975,9,10
68100,35,3,114,7,17,16.775,6,9
68100,34,4,190,2,11,16.41771859,17,10
68400,34,3,210,9,22,16.44459601,16,13
68400,34,3,182,11,26,16.44259357,19,17
68400,34,3,73,14,30,17.01256517,18,17
68700,35,3,220,6,16,16.51023069,12,11
69000,35,4,199,6,13,16.6607123,7,8
69300,35,4,0,4,9,16.19833958,9,3
69300,34,3,113,4,8,16.02025316,4,4
69300,35,4,202,5,10,16.6607123,5,6
69300,34,4,217,3,10,16.66139852,12,11
69600,34,3,117,4,9,16.02025316,4,5
69600,35,4,16,4,11,16.69844011,6,8
69600,34,4,151,1,9,16.28270497,17,9
69900,35,3,195,12,23,16.43924419,15,10
70200,34,1,194,10,17,17.38740554,4,9
70800,34,4,33,6,7,15.38992537,9,2
71100,35,4,161,7,11,16.22189702,10,5
71400,35,4,120,6,8,16.11280924,9,2
71400,34,4,37,5,13,16.12533113,8,7
71400,34,1,14,8,19,17.38329466,11,10
71700,34,4,121,7,10,16.11622355,10,3
71700,35,4,226,3,10,16.24153675,5,5
71700,34,4,204,4,11,16.0422409,6,6
71700,34,4,152,4,11,16.24153675,7,7
71700,35,4,136,6,12,16.19833958,10,7
72000,34,4,36,5,14,16.11258465,5,6
72300,34,3,11,9,14,15.72764579,13,5
72300,34,3,206,8,18,16.7015528,11,9
72300,34,1,30,9,20,17.3599335,8,10
72600,34,3,212,6,20,17.95393548,11,9
72600,35,1,152,13,28,17.3599335,8,13
72900,35,3,224,5,8,16.05193277,4,5
72900,34,3,222,12,18,15.79792803,18,6
73200,35,3,1,8,14,15.84639831,12,4
73200,35,3,229,9,15,15.84639831,15,5
73200,34,3,17,10,20,16.8591505,6,9
73500,34,3,193,4,9,15.69457281,9,3
73500,35,3,191,9,15,15.6309511,16,5
73500,35,3,111,9,15,15.84639831,19,6
73500,35,3,233,10,19,16.69994903,11,9
73800,34,3,13,7,13,16.1405723,14,5
73800,34,4,140,15,33,17.04535037,16,17
74100,35,3,230,9,16,16.18213748,13,7
74100,34,3,207,7,17,16.37466475,13,8
74100,35,3,138,12,19,16.0964231,19,9
74100,35,3,237,11,20,16.35519575,13,11
74400,34,3,231,6,12,16.33244293,8,4
74400,34,3,172,11,16,16.91845673,3,9
74400,35,3,205,16,28,16.18213748,22,13
74700,35,4,27,3,6,19.202457,7,3
74700,34,1,121,8,13,16.93519804,4,7
74700,35,3,146,11,21,16.69994903,11,11
74700,35,3,161,10,23,17.15949679,5,11
75000,35,3,232,11,22,16.66555972,8,10
75300,35,3,235,8,18,17.15949679,4,9
75600,35,3,118,6,15,17.24456259,2,6
75600,34,3,24,8,15,16.7015528,9,7
75600,35,4,56,4,9,17.93088023,6,8
75600,35,3,114,9,25,17.88216985,11,11
75600,35,3,112,16,33,16.7965572,10,15
75600,35,3,171,17,36,16.8591505,13,16
75600,35,1,124,18,33,16.78543134,14,17
75900,34,1,123,12,21,17.07161187,8,9
75900,34,3,12,13,19,16.9586262,5,10
75900,34,1,148,12,20,16.85632437,5,11
75900,35,1,201,14,27,17.0301974,6,13
76200,34,1,151,5,12,17.3599335,3,5
76200,34,1,168,10,20,17.023625,6,10
76200,35,1,218,8,19,17.25591837,8,10
76200,35,3,220,9,20,17.15949679,5,10
76200,34,3,111,20,31,16.89500272,8,15
76500,35,1,34,8,17,17.38329466,8,6
76500,34,3,15,7,21,17.89544409,9,10
76500,35,1,22,9,20,17.25591837,8,11
76500,35,1,170,12,28,17.13324197,14,12
76800,35,1,154,7,11,16.70568928,4,7
76800,34,4,1,16,32,17.18429136,17,16
76800,34,3,141,13,34,17.63264911,17,17
77100,34,1,228,12,24,16.75908115,8,11
77100,35,3,79,11,27,17.57081228,17,14
77100,35,1,182,15,27,16.75908115,11,16
77400,35,1,145,6,12,17.08496448,5,6
77700,35,1,38,10,17,17.08380225,6,8
77700,35,3,46,7,19,17.9251153,11,9
78000,35,3,122,4,8,16.9381295,1,5
78000,35,3,10,8,14,17.32794737,4,8
