plan_time,runway,peaknew,gatenew,distance,NewPushA,NewPushBa,NewPushoutB,append2_res,append1_res
2016/2/7 11:00,35,3,10,3510,9,20,15.66663452,5,11
2016/2/7 11:00,34,0,11,3411,7,22,16.49892259,13,11
2016/2/7 11:00,34,3,20,3420,10,24,15.42940589,7,13
2016/2/7 11:05,34,3,122,34122,7,17,15.42940589,4,9
2016/2/7 11:05,34,1,79,3479,13,23,16.56642567,6,11
2016/2/7 11:10,35,1,123,35123,9,17,16.58131868,5,8
2016/2/7 11:10,35,1,218,35218,17,30,16.59849691,9,12
2016/2/7 11:15,34,1,121,34121,6,12,16.24069401,3,7
2016/2/7 11:15,34,1,192,34192,11,21,16.1320442,7,8
2016/2/7 11:15,35,1,233,35233,9,18,16.47912383,5,9
2016/2/7 11:20,34,1,153,34153,5,10,16.58131868,5,6
2016/2/7 11:20,35,1,38,3538,8,15,16.40862745,6,6
2016/2/7 11:20,34,0,169,34169,9,16,16.86909774,10,10
2016/2/7 11:20,35,1,231,35231,17,29,16.43855634,10,11
2016/2/7 11:20,34,0,32,3432,10,22,17.59740406,5,11
2016/2/7 11:25,34,1,160,34160,6,13,16.1320442,5,4
2016/2/7 11:25,35,0,19,3519,12,26,16.22668309,14,13
2016/2/7 11:25,34,1,39,3439,17,27,16.17273497,12,13
2016/2/7 11:30,35,0,64,3564,3,12,16.3102091,6,5
2016/2/7 11:30,34,1,136,34136,13,20,16.21176223,6,7
2016/2/7 11:30,34,1,17,3417,13,26,16.1320442,12,10
2016/2/7 11:30,34,0,171,34171,10,25,16.21636439,14,13
2016/2/7 11:35,34,1,156,34156,11,19,16.12955895,7,8
2016/2/7 11:35,35,0,120,35120,10,18,17.13129549,7,8
2016/2/7 11:35,35,1,161,35161,14,26,16.07567454,12,12
2016/2/7 11:35,35,1,138,35138,18,34,16.0845447,17,17
2016/2/7 11:35,35,1,197,35197,17,34,16.14571191,17,18
2016/2/7 11:40,35,0,40,3540,7,21,16.34157442,12,9
2016/2/7 11:40,34,0,226,34226,6,11,16.91285501,6,9
2016/2/7 11:40,34,0,219,34219,11,23,16.23452675,14,11
2016/2/7 11:45,35,3,58,3558,11,20,16.77176648,11,10
2016/2/7 11:45,34,0,115,34115,9,22,16.21636439,14,11
2016/2/7 11:45,35,0,145,35145,7,16,16.84235561,10,11
2016/2/7 11:45,35,0,208,35208,17,31,16.84605457,9,14
2016/2/7 11:50,34,0,205,34205,10,18,17.13129549,7,9
2016/2/7 11:50,35,2,113,35113,8,20,16.09166667,11,9
2016/2/7 11:50,35,0,212,35212,17,34,16.72626343,14,17
2016/2/7 11:55,35,0,227,35227,9,22,17.51741911,7,9
2016/2/7 11:55,35,0,117,35117,11,22,16.84235561,12,13
2016/2/7 11:55,35,0,232,35232,16,29,16.9073017,9,15
2016/2/7 12:00,34,0,139,34139,8,15,17.13129549,5,6
2016/2/7 12:00,34,0,53,3453,11,24,17.51741911,7,10
2016/2/7 12:00,35,0,191,35191,12,25,17.51741911,7,11
2016/2/7 12:00,35,0,211,35211,13,26,17.59740406,5,12
2016/2/7 12:00,34,0,24,3424,16,30,17.51741911,8,13
2016/2/7 12:05,35,0,10,3510,8,11,17.582185,2,4
2016/2/7 12:05,35,0,151,35151,13,23,17.28403424,8,10
2016/2/7 12:05,34,0,198,34198,14,30,17.66979284,5,12
2016/2/7 12:05,34,0,13,3413,17,40,17.51838866,12,20
2016/2/7 12:10,34,0,187,34187,16,31,17.60398029,6,13
2016/2/7 12:10,34,0,36,3436,18,39,17.66305855,7,17
2016/2/7 12:10,34,0,12,3412,18,43,17.73858921,13,20
2016/2/7 12:15,34,0,222,34222,8,18,17.62471028,4,7
2016/2/7 12:15,34,0,229,34229,15,31,17.64720948,5,13
2016/2/7 12:15,34,0,168,34168,17,35,17.7077534,5,14
2016/2/7 12:15,35,0,203,35203,15,37,17.48611929,10,15
2016/2/7 12:15,34,0,170,34170,18,38,17.64720948,6,17
2016/2/7 12:15,34,0,31,3431,18,40,17.8415088,12,18
2016/2/7 12:20,35,0,2,352,7,12,17.52517162,2,5
2016/2/7 12:20,34,0,190,34190,12,25,17.66816743,6,10
2016/2/7 12:20,35,0,206,35206,13,22,17.62664346,4,10
2016/2/7 12:20,34,0,172,34172,10,25,18.04774624,6,11
2016/2/7 12:20,34,0,220,34220,16,34,17.71777778,6,15
2016/2/7 12:25,34,0,148,34148,18,40,17.52517162,10,15
2016/2/7 12:25,34,0,224,34224,18,36,17.60990854,7,15
2016/2/7 12:25,34,1,146,34146,17,34,18.34655405,13,16
2016/2/7 12:30,35,1,202,35202,9,20,18.08575788,7,7
2016/2/7 12:35,35,1,15,3515,6,14,18.41021234,7,9
2016/2/7 12:35,35,1,122,35122,5,13,18.38482205,7,9
2016/2/7 12:35,34,0,230,34230,11,25,17.80979381,6,10
2016/2/7 12:35,35,1,147,35147,13,28,18.22642074,12,14
2016/2/7 12:35,34,0,119,34119,15,37,17.48611929,10,15
2016/2/7 12:35,35,0,55,3555,16,40,17.73858921,12,19
2016/2/7 12:40,35,1,112,35112,11,22,18.56082103,10,13
2016/2/7 12:40,34,1,42,3442,19,39,18.53266243,15,20
2016/2/7 12:45,35,1,34,3534,7,18,18.44668085,7,11
2016/2/7 12:45,35,1,121,35121,13,25,18.63312621,9,13
2016/2/7 12:45,34,1,27,3427,11,22,18.56082103,10,13
2016/2/7 12:50,35,1,30,3530,10,17,18.6057759,8,8
2016/2/7 12:50,35,1,237,35237,14,23,18.6057759,10,11
2016/2/7 12:50,34,0,33,3433,14,28,18.20723942,8,15
2016/2/7 12:50,34,1,182,34182,11,22,18.52781833,8,15
2016/2/7 12:50,34,1,35,3435,19,38,18.45616534,15,20
2016/2/7 12:55,34,2,194,34194,12,28,19.45696944,16,15
2016/2/7 12:55,34,1,218,34218,14,31,18.61966114,12,17
2016/2/7 13:00,35,1,154,35154,7,13,18.63312621,6,7
2016/2/7 13:00,34,2,121,34121,9,20,18.5396862,13,8
2016/2/7 13:00,34,2,14,3414,11,23,18.5396862,15,11
2016/2/7 13:05,34,0,193,34193,14,31,18.14704519,8,12
2016/2/7 13:05,34,1,235,34235,10,24,18.45853558,10,14
2016/2/7 13:05,34,1,161,34161,12,26,18.38638721,8,15
2016/2/7 13:05,34,0,23,3423,12,28,18.1282433,10,15
2016/2/7 13:10,35,0,0,350,7,19,18.23723958,6,9
2016/2/7 13:10,34,1,210,34210,12,22,18.56122449,8,12
2016/2/7 13:10,34,0,171,34171,13,31,18.1282433,10,16
2016/2/7 13:15,34,0,196,34196,13,26,18.56063626,7,12
2016/2/7 13:15,34,1,158,34158,8,23,18.44668085,9,14
2016/2/7 13:15,34,0,221,34221,14,32,18.04124294,7,15
2016/2/7 13:20,35,0,46,3546,2,9,18.93617021,3,4
2016/2/7 13:20,35,0,231,35231,7,10,18.56063626,3,5
2016/2/7 13:20,34,0,192,34192,10,25,18.79109723,7,11
2016/2/7 13:25,35,0,191,35191,10,22,18.71856311,6,10
2016/2/7 13:25,34,0,21,3421,16,38,18.71856311,9,14
2016/2/7 13:30,35,2,151,35151,13,26,19.36474536,11,11
2016/2/7 13:30,34,0,166,34166,14,32,18.71856311,9,13
2016/2/7 13:30,34,0,141,34141,15,37,18.79216535,8,13
2016/2/7 13:35,35,2,169,35169,12,16,18.50451866,12,8
2016/2/7 13:35,34,2,234,34234,15,27,19.28745562,11,10
2016/2/7 13:35,34,0,138,34138,14,30,19.21324165,10,12
2016/2/7 13:40,34,2,26,3426,12,25,19.47121972,12,13
2016/2/7 13:40,34,2,17,3417,15,33,19.2960968,17,16
2016/2/7 13:45,34,2,199,34199,10,27,19.458901,15,13
2016/2/7 13:45,34,2,152,34152,16,32,19.28363493,11,14
2016/2/7 13:50,35,2,111,35111,7,10,19.48282098,6,4
2016/2/7 13:50,35,2,197,35197,4,18,18.73246177,15,13
2016/2/7 13:55,35,2,195,35195,8,16,19.458901,8,7
2016/2/7 13:55,35,2,136,35136,5,14,18.68694593,9,10
2016/2/7 13:55,35,2,48,3548,8,17,19.40970874,9,10
2016/2/7 13:55,34,2,16,3416,9,24,19.21481836,21,18
2016/2/7 14:00,34,2,43,3443,11,19,18.69607177,14,10
2016/2/7 14:00,34,2,37,3437,8,21,19.1300813,18,15
2016/2/7 14:00,34,2,224,34224,8,22,19.36449788,15,15
2016/2/7 14:00,34,2,31,3431,7,23,18.73246177,19,16
2016/2/7 14:10,35,2,228,35228,1,5,18.59064643,4,5
2016/2/7 14:10,34,2,114,34114,6,22,18.73246177,18,15
2016/2/7 14:15,34,3,204,34204,4,7,17.68238889,9,6
2016/2/7 14:15,34,2,202,34202,10,13,18.4184198,11,7
2016/2/7 14:20,34,2,11,3411,11,16,18.62173489,11,7
2016/2/7 14:20,34,2,172,34172,10,11,18.49929011,13,10
2016/2/7 14:20,34,2,201,34201,11,21,18.60701837,16,11
2016/2/7 14:25,35,2,10,3510,6,8,18.4184198,9,5
2016/2/7 14:25,34,2,170,34170,12,15,18.46336439,10,6
2016/2/7 14:25,34,1,143,34143,12,32,16.71566469,19,18
2016/2/7 14:30,35,2,116,35116,5,12,18.60701837,6,3
2016/2/7 14:30,34,2,223,34223,5,12,18.69607177,3,4
2016/2/7 14:30,34,3,34,3434,7,18,18.30128617,12,9
2016/2/7 14:30,35,2,226,35226,9,17,18.69607177,11,9
2016/2/7 14:35,34,3,140,34140,9,20,18.35268097,13,10
2016/2/7 14:40,35,3,233,35233,8,17,18.3140625,13,7
2016/2/7 14:40,34,3,220,34220,2,9,18.45894843,9,7
2016/2/7 14:40,34,3,182,34182,9,24,18.32357143,19,14
2016/2/7 14:45,35,3,32,3532,1,1,17.73465665,4,2
2016/2/7 14:45,34,3,168,34168,8,22,18.5379674,19,12
2016/2/7 14:45,34,3,190,34190,5,20,18.38542914,17,12
2016/2/7 14:50,35,3,9,359,4,10,18.47756598,10,6
2016/2/7 14:50,34,3,33,3433,6,19,18.32051414,17,10
2016/2/7 14:55,34,3,203,34203,7,21,18.48524988,17,10
2016/2/7 14:55,34,3,79,3479,5,19,18.24152977,18,11
2016/2/7 15:10,34,4,164,34164,2,4,17.43932519,3,3
2016/2/7 15:15,34,4,160,34160,2,5,17.43932519,4,4
2016/2/7 15:15,34,4,222,34222,1,5,17.37074592,4,5
2016/2/7 15:20,34,4,191,34191,4,6,17.18568521,8,1
2016/2/7 15:20,34,4,112,34112,2,6,17.11937462,3,4
2016/2/7 15:30,34,4,151,34151,4,6,17.03239918,7,2
2016/2/7 15:30,34,2,205,34205,8,11,16.06493656,3,4
2016/2/7 15:30,35,4,207,35207,9,12,16.49528302,7,4
2016/2/7 15:30,34,2,19,3419,12,20,16.07698616,10,9
2016/2/7 15:35,34,4,118,34118,5,8,16.95263514,7,2
2016/2/7 15:35,34,4,235,34235,5,8,16.38298526,3,3
2016/2/7 15:35,35,2,21,3521,8,22,16.25636998,12,11
2016/2/7 15:40,35,2,37,3537,9,18,16.02317721,11,8
2016/2/7 15:40,35,2,0,350,17,25,16.19942987,15,13
2016/2/7 15:45,35,2,123,35123,8,13,16.2014571,4,3
2016/2/7 15:45,35,2,1,351,10,14,16.17021035,4,4
2016/2/7 15:50,35,2,122,35122,6,15,16.10296367,8,6
2016/2/7 15:50,35,2,237,35237,10,17,16.2,5,6
2016/2/7 15:55,34,2,231,34231,5,13,16.10296367,7,4
2016/2/7 15:55,35,2,236,35236,9,17,16.01899802,8,6
2016/2/7 15:55,35,2,228,35228,9,22,16.03078725,14,11
2016/2/7 15:55,35,2,230,35230,10,24,16.1010596,16,12
2016/2/7 15:55,35,2,138,35138,14,27,16.0037037,19,14
2016/2/7 16:00,34,2,62,3462,10,16,16.2,5,5
2016/2/7 16:00,34,2,28,3428,6,13,16.08475771,11,7
2016/2/7 16:00,35,2,22,3522,8,19,16.22905226,11,11
2016/2/7 16:05,34,2,212,34212,3,9,16.42827341,6,5
2016/2/7 16:05,35,2,232,35232,8,24,16.24683544,12,13
2016/2/7 16:10,34,2,20,3420,5,14,16.42827341,8,8
2016/2/7 16:10,34,2,124,34124,4,9,16.63287671,7,10
2016/2/7 16:10,34,2,111,34111,5,17,16.42827341,9,11
2016/2/7 16:15,34,1,233,34233,4,9,15.86658824,5,3
2016/2/7 16:15,35,2,195,35195,4,7,16.60877828,2,5
2016/2/7 16:15,35,2,200,35200,3,7,16.69958753,3,7
2016/2/7 16:20,35,2,12,3512,2,5,16.50860713,3,6
2016/2/7 16:20,34,1,114,34114,15,24,16.24552036,12,7
2016/2/7 16:25,35,2,115,35115,4,7,16.06098953,6,3
2016/2/7 16:25,34,2,199,34199,5,7,16.13026506,9,3
2016/2/7 16:25,34,1,198,34198,13,20,16.10610757,8,5
2016/2/7 16:25,34,2,136,34136,4,8,16.34362512,8,7
2016/2/7 16:35,35,2,201,35201,4,7,15.80658144,4,3
2016/2/7 16:35,35,2,121,35121,15,23,15.80658144,11,7
2016/2/7 16:35,35,1,210,35210,11,21,16.92430527,11,8
2016/2/7 16:40,35,2,234,35234,11,17,15.86234684,10,5
2016/2/7 16:40,35,1,171,35171,13,23,16.31926484,11,6
2016/2/7 16:40,34,1,227,34227,8,17,17.03072,8,6
2016/2/7 16:40,34,2,206,34206,7,20,17.97574328,4,10
2016/2/7 16:45,35,1,116,35116,4,9,16.31926484,4,1
2016/2/7 16:45,34,1,168,34168,11,22,16.99887781,11,10
2016/2/7 16:45,34,1,146,34146,11,25,17.00087371,14,11
2016/2/7 16:45,34,1,197,34197,13,26,17.03806634,15,11
2016/2/7 16:50,35,1,224,35224,8,15,16.92430527,7,4
2016/2/7 16:50,34,1,79,3479,12,28,17.03158527,16,13
2016/2/7 16:55,34,1,222,34222,8,22,16.97191101,13,10
2016/2/7 17:00,35,1,9,359,4,12,16.97191101,6,6
2016/2/7 17:00,34,1,193,34193,6,16,16.82917407,9,11
2016/2/7 17:05,34,1,14,3414,8,21,16.73694479,11,11
2016/2/7 17:05,35,1,191,35191,10,27,16.94292528,14,14
2016/2/7 17:10,35,1,38,3538,7,18,16.73694479,11,10
2016/2/7 17:15,34,1,37,3437,6,15,16.79124444,10,10
2016/2/7 17:20,35,1,2,352,3,7,16.84845228,4,7
2016/2/7 17:20,34,1,215,34215,4,10,16.75807025,6,8
2016/2/7 17:20,34,1,220,34220,6,16,16.78594642,8,9
2016/2/7 17:20,35,1,194,35194,9,16,16.79366925,11,9
2016/2/7 17:20,34,1,27,3427,10,16,16.76783523,10,9
2016/2/7 17:25,34,1,190,34190,10,15,17.04770756,7,7
2016/2/7 17:25,34,2,12,3412,8,13,17.86611842,7,7
2016/2/7 17:25,34,3,172,34172,3,10,17.49789051,12,7
2016/2/7 17:30,34,1,229,34229,8,11,16.71999172,7,4
2016/2/7 17:30,34,1,147,34147,10,13,16.75074503,9,7
2016/2/7 17:30,34,2,231,34231,6,14,17.12700334,7,7
2016/2/7 17:30,34,2,34,3434,8,16,17.12700334,10,8
2016/2/7 17:35,35,1,153,35153,6,10,17.01786012,5,4
2016/2/7 17:35,34,1,58,3458,9,13,16.88248848,7,7
2016/2/7 17:40,35,2,123,35123,3,7,17.32224481,5,3
2016/2/7 17:40,34,2,18,3418,9,19,17.36140279,10,7
2016/2/7 17:40,34,2,16,3416,9,19,17.12700334,10,10
2016/2/7 17:45,35,2,35,3535,10,20,17.38967611,9,8
2016/2/7 17:45,35,2,237,35237,9,19,17.30585263,8,8
2016/2/7 17:45,35,2,218,35218,17,28,17.39313644,13,12
2016/2/7 17:45,35,2,152,35152,14,25,17.12700334,13,14
2016/2/7 17:50,35,2,150,35150,5,9,17.85803611,4,4
2016/2/7 17:50,34,2,212,34212,7,19,17.95160226,4,7
2016/2/7 17:50,34,2,33,3433,11,17,17.73306175,6,7
2016/2/7 17:50,34,2,39,3439,11,20,17.27045741,9,10
2016/2/7 17:55,34,2,120,34120,11,19,17.9953017,6,8
2016/2/7 17:55,34,2,221,34221,6,16,17.68687583,6,9
2016/2/7 17:55,35,2,199,35199,17,30,17.66783453,8,13
2016/2/7 18:00,34,2,204,34204,12,21,17.93014544,6,8
2016/2/7 18:00,34,2,71,3471,10,18,17.85803611,5,8
2016/2/7 18:00,35,2,159,35159,11,20,17.95088208,6,9
2016/2/7 18:00,35,2,138,35138,16,32,17.90278793,10,15
2016/2/7 18:05,35,2,236,35236,7,14,17.72236105,7,10
2016/2/7 18:05,34,2,11,3411,7,20,17.74797156,9,11
2016/2/7 18:05,35,2,203,35203,17,31,17.66783453,9,14
2016/2/7 18:05,34,2,169,34169,11,27,17.72435955,12,15
2016/2/7 18:10,35,2,170,35170,8,20,17.95160226,4,9
2016/2/7 18:10,34,2,10,3410,9,23,17.75811542,8,12
2016/2/7 18:10,35,2,232,35232,6,18,17.65673289,7,12
2016/2/7 18:10,35,2,230,35230,11,27,17.95160226,8,13
2016/2/7 18:10,35,2,146,35146,15,34,18.00825472,9,18
2016/2/7 18:15,35,2,182,35182,9,25,17.65054183,11,15
2016/2/7 18:20,34,2,192,34192,6,14,17.67510354,14,8
2016/2/7 18:20,35,2,112,35112,6,15,17.94511979,8,10
2016/2/7 18:20,35,2,136,35136,10,20,17.98180147,15,11
2016/2/7 18:25,35,2,37,3537,7,13,17.79710214,7,6
2016/2/7 18:30,34,2,168,34168,5,11,17.91234912,10,7
2016/2/7 18:30,34,2,151,34151,7,15,17.82690445,7,10
2016/2/7 18:30,34,2,161,34161,6,16,17.73422392,5,10
2016/2/7 18:35,34,4,31,3431,0,3,15.56053952,5,2
2016/2/7 18:40,35,3,226,35226,6,11,17.61883562,14,6
2016/2/7 18:40,35,2,19,3519,7,14,17.73409196,13,7
2016/2/7 18:40,34,3,121,34121,4,13,17.49789051,12,8
2016/2/7 18:45,34,3,193,34193,1,6,16.775,5,5
2016/2/7 18:45,35,3,235,35235,3,13,17.37739483,12,9
2016/2/7 18:50,34,3,202,34202,3,9,17.49789051,10,6
2016/2/7 18:50,34,3,122,34122,4,12,17.07150259,11,8
2016/2/7 18:55,34,3,194,34194,3,5,16.46143546,9,3
2016/2/7 18:55,35,3,149,35149,2,4,16.57274559,6,4
2016/2/7 19:05,35,3,224,35224,3,5,16.41322751,8,2
2016/2/7 19:15,35,4,195,35195,2,4,16.66139852,8,2
2016/2/7 19:15,34,4,219,34219,2,5,16.60641466,8,2
2016/2/7 19:15,17,4,221,17221,1,6,15.78572327,8,3
2016/2/7 19:15,34,4,111,34111,5,9,16.69844011,14,5
2016/2/7 19:20,34,4,119,34119,3,5,16.63529412,11,2
2016/2/7 19:30,35,4,143,35143,2,3,15.88693777,3,2
2016/2/7 19:30,34,4,191,34191,3,7,16.15795796,6,4
2016/2/7 19:40,17,4,24,1724,1,3,16.19833958,4,1
2016/2/7 19:40,16,4,35,1635,3,6,16.05088988,7,1
2016/2/7 19:50,16,4,23,1623,2,7,16.04364242,9,2
2016/2/7 19:50,17,3,33,1733,2,4,16.11356699,3,3
2016/2/7 19:55,16,4,152,16152,2,2,16.11622355,6,0
2016/2/7 19:55,17,4,220,17220,4,6,16.19833958,13,3
2016/2/7 19:55,17,3,192,17192,10,24,16.58698285,14,11
2016/2/7 20:05,16,3,182,16182,4,5,16.02025316,6,3
2016/2/7 20:05,16,4,15,1615,3,8,16.04364242,9,4
2016/2/7 20:05,16,3,27,1627,11,18,15.84919528,19,7
2016/2/7 20:10,16,3,198,16198,9,14,15.60300055,13,3
2016/2/7 20:15,16,3,229,16229,5,13,15.84639831,13,6
2016/2/7 20:20,16,3,30,1630,8,10,15.79334055,13,3
2016/2/7 20:20,16,3,37,1637,7,16,16.18213748,16,8
2016/2/7 20:25,16,3,190,16190,5,9,15.60300055,8,2
2016/2/7 20:25,17,3,205,17205,12,18,15.72764579,21,6
2016/2/7 20:25,17,3,231,17231,5,15,16.3563013,14,9
2016/2/7 20:30,16,3,207,16207,2,4,16.27703631,5,2
2016/2/7 20:30,17,3,48,1748,8,13,15.72525801,14,3
2016/2/7 20:35,17,3,237,17237,9,17,15.86711302,15,7
2016/2/7 20:35,17,3,136,17136,11,19,15.83402286,19,9
2016/2/7 20:40,17,3,168,17168,8,18,16.18213748,19,10
2016/2/7 20:45,17,3,146,17146,11,23,16.37466475,17,10
2016/2/7 20:45,17,3,138,17138,9,22,16.66433991,15,11
2016/2/7 20:50,17,3,233,17233,9,19,16.58698285,11,8
2016/2/7 20:55,16,3,118,16118,5,12,16.58698285,8,6
2016/2/7 21:00,17,3,46,1746,8,13,16.87069694,6,5
2016/2/7 21:00,17,1,123,17123,3,9,17.30819964,4,8
2016/2/7 21:00,17,1,155,17155,10,21,17.42061766,7,8
2016/2/7 21:00,17,3,169,17169,16,31,16.86484254,13,12
2016/2/7 21:00,17,3,151,17151,14,30,17.15598802,12,13
2016/2/7 21:05,17,1,40,1740,4,8,16.85632437,2,1
2016/2/7 21:05,16,3,124,16124,6,9,17.0247428,4,3
2016/2/7 21:05,17,3,13,1713,7,11,16.90512406,4,5
2016/2/7 21:05,17,3,2,172,4,8,17.22730733,6,7
2016/2/7 21:10,16,3,222,16222,3,8,17.26719039,5,4
2016/2/7 21:10,17,1,170,17170,5,15,16.78543134,8,6
2016/2/7 21:10,17,1,162,17162,9,22,17.38740554,12,12
2016/2/7 21:15,17,1,9,179,6,11,16.94755672,5,4
2016/2/7 21:15,17,3,10,1710,3,7,17.78490793,11,6
2016/2/7 21:15,17,1,117,17117,9,19,16.94755672,9,7
2016/2/7 21:15,17,1,144,17144,6,20,16.78543134,12,8
2016/2/7 21:15,17,4,14,1714,6,21,17.20914582,11,10
2016/2/7 21:20,17,3,12,1712,6,10,17.67569378,10,7
2016/2/7 21:20,17,3,119,17119,6,16,17.78490793,13,8
2016/2/7 21:20,17,3,225,17225,9,20,17.78490793,18,11
2016/2/7 21:20,17,1,171,17171,14,27,17.0301974,19,11
2016/2/7 21:25,17,1,38,1738,5,20,16.70568928,13,9
2016/2/7 21:25,17,1,234,17234,7,23,16.76368838,17,11
2016/2/7 21:30,17,3,43,1743,4,6,16.95145524,6,4
2016/2/7 21:30,17,1,204,17204,10,27,16.85632437,20,12
2016/2/7 21:35,17,4,41,1741,9,17,17.14233045,7,5
2016/2/7 21:35,17,3,228,17228,5,8,17.90192982,12,6
2016/2/7 21:40,17,3,15,1715,7,12,16.9586262,5,5
2016/2/7 21:40,17,3,116,17116,8,11,16.95490831,7,6
2016/2/7 21:45,17,3,193,17193,9,14,17.64912109,11,9
2016/2/7 21:50,17,4,154,17154,12,21,16.95196776,10,9
2016/2/7 21:50,17,3,210,17210,15,22,16.95490831,11,10
2016/2/7 22:00,17,4,0,170,9,15,16.96171171,3,5
2016/2/7 22:00,17,4,201,17201,11,20,17.11134884,8,7
2016/2/7 22:00,17,4,54,1754,8,20,17.16443742,9,7
2016/2/7 22:00,17,4,199,17199,18,34,17.1248279,18,16
2016/2/7 22:05,17,4,1,171,6,10,17.59158879,11,7
2016/2/7 22:05,17,4,44,1744,5,21,17.32716638,10,8
2016/2/7 22:10,17,4,22,1722,6,21,17.22598147,11,8
2016/2/7 22:10,17,3,227,17227,13,19,16.90512406,8,9
2016/2/7 22:10,17,4,202,17202,14,24,16.92123421,11,11
2016/2/7 22:15,17,4,12,1712,3,3,17.94470859,9,5
2016/2/7 22:15,17,4,79,1779,5,17,17.22767322,10,8
2016/2/7 22:15,17,4,221,17221,7,21,17.25072115,15,11
2016/2/7 22:15,17,4,215,17215,8,28,17.18429136,12,12
2016/2/7 22:20,17,4,39,1739,3,10,17.81887955,17,8
2016/2/7 22:20,17,4,36,1736,8,25,17.22598147,12,11
2016/2/7 22:20,17,4,160,17160,12,29,17.22598147,14,13
2016/2/7 22:30,17,4,48,1748,4,9,17.69851485,12,7
2016/2/7 22:30,17,4,212,17212,6,13,17.7163067,18,11
2016/2/7 22:30,17,4,192,17192,8,28,17.18429136,16,13
2016/2/7 22:45,17,4,37,1737,2,8,17.72830296,14,7
2016/2/7 22:45,17,4,229,17229,2,11,17.74792276,18,9
2016/2/7 22:50,17,4,182,17182,5,14,17.81887955,21,11
2016/2/7 23:00,17,4,224,17224,3,3,19.28676471,3,1
2016/2/7 23:00,16,4,196,16196,2,3,17.83101315,3,3
2016/2/7 23:10,17,4,226,17226,1,3,17.93170732,6,3
2016/2/7 23:30,17,4,169,17169,2,4,18.63873874,5,1
2016/2/7 23:30,17,4,211,17211,1,4,17.94186567,8,3
2016/2/7 23:30,17,4,205,17205,8,14,19.15736,17,5
2016/2/7 23:45,17,4,225,17225,3,4,19.21318145,9,3
2016/2/7 23:45,17,5,42,1742,4,9,19.9022187,1,4
2016/2/7 23:50,17,4,45,1745,1,4,19.15736,2,1
2016/2/7 23:50,17,4,28,1728,9,14,20.07257717,9,3
2016/2/7 23:55,17,4,27,1727,1,3,19.53808411,6,2
2016/2/8 0:05,17,5,59,1759,5,10,19.9022187,1,6
2016/2/8 0:10,16,4,32,1632,4,5,20.78715459,5,0
2016/2/8 0:10,17,5,21,1721,7,10,,6,3
2016/2/8 0:10,17,5,49,1749,2,10,20.00748899,2,8
2016/2/8 0:15,17,5,17,1717,7,10,19.68695652,1,5
2016/2/8 0:20,17,5,26,1726,1,7,20.00748899,0,6
2016/2/8 0:25,17,5,13,1713,3,7,19.99008142,0,5
2016/2/8 0:25,17,5,51,1751,1,5,20.27755102,2,6
2016/2/8 0:30,17,5,214,17214,5,10,19.95248574,1,8
2016/2/8 0:35,16,5,198,16198,0,0,20.40913838,2,3
2016/2/8 1:00,17,5,193,17193,2,3,18.64801921,2,0
2016/2/8 1:05,17,5,196,17196,2,3,17.81823529,2,2
2016/2/8 1:15,17,5,199,17199,1,2,17.71092814,1,1
2016/2/8 1:20,17,5,169,17169,1,3,16.92006369,3,2
2016/2/8 1:45,17,5,192,17192,0,0,15.82430669,2,1
2016/2/8 2:10,17,1,41,1741,3,6,18.63312621,3,3
2016/2/8 2:25,17,5,46,1746,0,1,14.60458015,2,0
2016/2/8 2:30,17,5,180,17180,2,2,14.73596059,4,2
2016/2/8 2:35,17,5,54,1754,0,1,14.4034188,1,0
2016/2/8 2:45,17,5,63,1763,1,2,13.3571885,0,0
2016/2/8 2:55,17,5,62,1762,0,0,13.11262136,0,0
2016/2/8 3:30,17,5,47,1747,0,0,13.51069182,0,1
2016/2/8 3:40,17,5,173,17173,0,1,13.08852459,1,0
2016/2/8 3:50,16,1,44,1644,3,8,18.38482205,9,4
2016/2/8 5:00,16,2,71,1671,9,21,17.43946754,16,10
2016/2/8 5:55,17,5,55,1755,1,2,12.85828221,0,1
2016/2/8 6:05,17,5,51,1751,1,1,12.69390244,2,0
2016/2/8 6:05,17,1,73,1773,12,29,17.21455865,15,12
2016/2/8 6:15,17,5,194,17194,1,3,13.21055662,1,1
2016/2/8 6:30,17,5,217,17217,4,4,13.19010989,1,1
2016/2/8 6:30,17,5,66,1766,4,6,12.96700405,1,2
2016/2/8 6:40,17,4,0,170,0,3,12.87717042,1,1
2016/2/8 6:40,17,2,13,1713,6,11,13.89113436,0,6
2016/2/8 6:45,17,4,2,172,4,7,12.82244582,1,1
2016/2/8 6:45,17,4,28,1728,2,8,12.93408948,1,2
2016/2/8 6:45,17,5,166,17166,6,8,12.96700405,1,3
2016/2/8 6:45,17,4,171,17171,8,12,12.87717042,2,5
2016/2/8 6:45,17,4,233,17233,7,12,12.85226131,2,5
2016/2/8 6:50,17,4,67,1767,3,10,12.90369249,3,4
2016/2/8 6:50,17,4,124,17124,4,12,12.93408948,4,5
2016/2/8 6:50,17,4,169,17169,9,15,12.85226131,8,8
2016/2/8 6:50,17,4,138,17138,7,16,12.78448509,9,8
2016/2/8 6:50,17,4,182,17182,8,16,12.82244582,9,9
2016/2/8 7:00,16,2,234,16234,7,11,13.84706849,0,6
2016/2/8 7:05,16,2,151,16151,9,18,14.38297769,4,7
