plan_time,runway,peaknew,gatenew,NewPushA,NewPushBa,NewPushoutB,append2_res,append1_res,
44100,34,0,80,21,46,17.60398029,13,22,
44400,35,0,13,6,8,18.79109723,3,7,
44400,35,0,45,10,25,17.582185,3,10,
44400,35,1,203,12,25,18.50675343,12,16,
44400,34,1,226,12,34,18.41021234,14,16,
44400,34,0,169,10,35,17.88528226,13,19,
44400,34,1,193,18,45,18.50675343,17,22,
44700,34,4,117,8,10,16.09143816,9,1,
44700,34,0,151,8,12,18.93617021,3,7,
44700,34,0,116,12,33,17.53056358,9,13,
44700,34,0,224,11,36,17.74668271,14,19,
45300,35,2,21,2,7,18.69607177,8,4,
45300,35,1,27,4,10,18.53266243,8,7,
45300,35,3,12,4,12,17.73465665,7,10,
45300,35,0,59,10,27,17.51838866,4,13,
45300,34,0,233,10,32,17.74668271,9,13,
45300,34,0,122,14,39,17.73858921,12,19,
45600,35,0,161,8,21,18.10091743,8,10,
45600,34,1,39,8,15,18.59866617,9,13,
45600,35,1,112,9,28,18.34655405,13,16,
45900,34,2,32,4,10,19.21481836,4,4,
46200,34,0,33,7,18,17.98131107,7,10,
46200,35,1,230,8,19,18.61966114,11,10,
46200,34,1,217,12,25,18.35427589,11,16,
46500,34,2,138,2,8,16.09166667,8,7,
46800,34,1,14,7,16,18.38638721,6,7,
46800,34,0,206,7,14,18.24838088,7,10,
46800,35,3,119,5,18,18.08552837,6,10,
46800,35,1,237,7,13,18.6057759,6,10,
47100,34,0,225,4,11,17.98131107,5,7,
47100,34,1,28,7,11,18.45853558,5,7,
47100,34,1,202,8,11,18.52781833,5,7,
47100,34,2,152,7,18,19.36474536,7,10,
47400,34,0,159,7,14,18.23723958,4,4,
47400,34,0,136,7,15,18.1282433,5,7,
47400,35,2,111,9,19,18.60132029,10,10,
47700,34,0,199,6,13,19.2473766,4,7,
47700,34,1,204,8,17,18.38638721,9,10,
47700,34,0,194,9,22,18.04124294,9,13,
48000,35,2,117,1,5,19.2960968,2,4,
48000,34,2,138,5,14,19.28745562,5,7,
48000,34,0,191,14,29,18.4507728,9,16,
48300,35,2,171,7,13,19.55758487,6,4,
48300,34,0,35,9,18,18.93617021,5,10,
48600,34,0,229,6,12,19.21324165,3,4,
48600,35,2,121,9,16,19.40970874,8,7,
48600,35,0,235,6,13,19.21324165,5,10,
48600,34,2,17,6,16,19.28363493,6,10,
48900,34,3,237,10,20,15.69457281,17,10,
48900,35,2,172,14,28,19.28304204,10,13,
49200,34,3,33,11,15,18.30128617,11,4,
49200,34,4,122,6,10,16.74408322,4,4,
49500,35,2,44,8,17,19.1300813,5,7,
49500,34,2,197,8,17,18.65202369,7,7,
49800,35,2,16,7,14,19.21481836,6,7,
49800,35,2,146,10,21,19.21481836,6,7,
49800,35,2,190,9,18,18.7931154,7,10,
50100,35,2,79,6,14,18.7429059,5,4,
50100,34,3,20,3,12,17.65830158,7,10,
50400,34,2,37,8,16,18.73246177,6,7,
50400,34,2,15,5,11,18.38728215,8,7,
50700,35,3,38,7,18,18.16257158,7,13,
51000,34,2,233,6,10,18.59030512,4,7,
51000,34,2,114,5,13,18.64086957,12,7,
51000,35,2,170,7,18,18.65345758,12,10,
51000,35,2,41,7,18,18.70768856,13,13,
51300,34,2,221,3,12,18.47209528,14,7,
51300,34,2,226,5,11,18.39966981,9,7,
51300,34,2,180,5,15,18.47209528,15,10,
51600,34,4,1,6,12,16.38298526,7,4,
51600,34,3,169,12,16,18.39517524,14,4,
51600,34,4,228,7,16,15.56053952,15,10,
51900,34,2,30,9,15,18.60701837,15,7,
51900,35,3,11,7,20,18.16257158,8,16,
52200,35,2,115,3,8,18.54932021,11,4,
52200,35,1,224,12,23,16.77013631,9,13,
52200,34,1,145,15,30,16.94292528,11,16,
52500,34,3,13,9,18,18.48524988,12,7,
52500,34,2,65,10,21,18.4512301,20,10,
52800,34,3,191,10,17,18.5379674,11,7,
52800,35,3,203,14,21,18.39517524,16,10,
53100,35,3,141,4,14,18.08552837,4,7,
53100,34,3,161,9,18,18.45894843,12,10,
53100,34,3,182,4,11,17.77473176,5,10,
53400,35,3,0,9,15,18.5379674,11,4,
53400,34,3,34,9,19,18.47756598,10,7,
53700,34,2,205,4,10,16.0037037,9,7,
53700,34,2,16,8,15,16.2,12,7,
53700,35,3,234,9,18,18.24152977,8,10,
54000,35,4,121,6,8,17.05187064,11,4,
54000,34,3,57,7,14,18.48524988,11,4,
54600,34,4,226,5,7,16.95263514,6,1,
54900,34,3,237,1,4,17.67640449,3,4,
54900,34,4,224,1,5,17.58799776,4,7,
55200,34,1,191,8,23,16.75586354,13,16,
55800,34,4,112,6,12,16.60012723,6,4,
55800,35,4,181,10,14,16.74408322,13,7,
55800,34,2,146,3,10,16.09166667,12,7,
55800,34,4,204,10,16,16.60012723,12,7,
56100,34,4,113,7,9,16.95263514,6,1,
56100,34,2,202,3,7,16.28688097,7,4,
56100,35,1,116,12,19,16.10610757,4,7,
56100,35,2,136,11,20,16.19942987,19,13,
56400,35,2,195,6,13,16.11040828,10,4,
56400,35,2,160,6,10,16.17030335,9,4,
56400,35,2,201,3,9,17.79710214,6,4,
56400,35,2,12,4,9,17.17296281,2,7,
56700,35,2,170,4,6,16.47257994,3,4,
56700,35,2,118,5,10,16.01899802,8,7,
57000,35,2,2,5,8,16.63798165,4,4,
57000,35,2,236,8,18,16.16915939,16,10,
57300,35,2,29,2,4,16.66396636,3,4,
57300,35,2,233,3,8,16.08475771,9,7,
57300,34,2,231,3,7,16.03610473,8,7,
57300,35,2,227,5,13,16.03610473,15,10,
57600,34,2,62,5,10,16.41507607,6,4,
57600,34,2,10,4,9,16.24683544,8,7,
57600,35,1,154,8,15,16.91586614,4,7,
57900,34,2,190,5,11,16.58944214,6,4,
57900,35,3,218,6,13,17.24456259,9,7,
58200,34,1,37,13,35,16.9190246,16,13,
58200,34,1,0,16,29,16.99887781,11,13,
58200,34,1,111,15,37,16.80064963,17,16,
58500,35,2,200,4,9,16.66396636,6,4,
58500,34,2,70,6,11,16.06098953,4,4,
58500,34,1,235,7,16,16.99887781,3,4,
58500,35,1,79,13,20,16.10610757,4,7,
58800,34,1,192,7,14,16.4328534,4,1,
58800,35,2,13,3,6,16.38666031,3,1,
59100,35,2,119,4,6,17.85803611,5,4,
59100,34,1,196,7,10,15.91728907,2,4,
59100,34,2,112,7,13,17.93014544,8,7,
59100,34,2,196,5,12,17.7128666,7,7,
59400,35,2,114,5,8,15.80658144,1,4,
59400,34,2,33,10,23,17.65673289,11,13,
59700,35,2,117,1,4,17.30585263,1,4,
59700,35,2,207,13,21,16.06098953,7,7,
59700,35,1,152,19,31,16.52360811,12,16,
60000,35,1,143,12,17,16.01438451,5,4,
60000,35,1,205,9,17,16.76114837,10,7,
60000,35,1,232,15,25,16.4328534,6,10,
60000,34,1,203,10,21,16.83656656,10,10,
60300,35,4,203,11,17,16.24611708,16,4,
60300,35,1,185,7,12,16.71999172,6,7,
60300,34,1,151,9,19,16.99887781,5,7,
60300,34,1,172,9,26,16.94312692,15,10,
60300,34,1,182,12,23,17.03072,6,10,
60600,35,1,234,8,17,16.87793408,8,7,
60600,35,1,237,14,22,16.24552036,6,10,
60600,34,1,222,11,23,17.04749801,7,13,
60600,34,1,155,10,23,16.73694479,12,13,
60600,35,1,229,14,27,17.04749801,10,16,
60900,34,1,171,11,25,16.82917407,12,10,
60900,35,1,230,8,23,16.75586354,10,13,
61200,35,1,201,8,15,16.91586614,5,7,
61200,34,1,204,9,22,16.79124444,12,10,
61200,34,1,169,10,25,16.76928808,10,16,
61500,35,1,9,5,9,16.78336816,7,4,
61500,35,1,38,7,17,16.73694479,9,10,
61500,34,1,146,11,25,16.84335904,11,10,
61500,34,1,27,8,22,16.78594642,9,13,
61800,35,1,1,5,15,16.76571804,9,10,
61800,34,2,170,9,18,17.75811542,8,10,
62100,34,1,115,11,30,16.9190246,16,13,
62400,35,2,195,7,15,17.90958904,8,7,
62400,34,1,220,11,22,16.84335904,11,10,
62400,34,1,21,10,22,16.78336816,9,13,
62400,35,2,193,8,19,17.17296281,7,13,
62700,34,2,199,5,11,17.38967611,5,7,
62700,34,2,212,13,20,17.74693437,12,7,
63000,34,3,64,6,13,17.18660852,15,4,
63000,34,2,222,5,16,17.73422392,8,10,
63000,34,1,233,8,19,16.90495008,6,10,
63000,34,1,35,10,20,17.07052192,7,13,
63000,34,1,25,9,23,16.76928808,8,13,
63300,35,2,79,7,13,17.94613979,8,7,
63600,34,3,0,9,20,17.56749641,18,10,
63600,34,2,19,11,20,17.32339468,13,10,
63900,35,2,236,8,16,17.99759661,5,4,
63900,35,2,202,14,25,17.55232224,15,10,
63900,35,2,204,10,24,17.66514826,13,13,
64200,34,2,190,4,9,17.88088785,6,7,
64200,34,2,36,10,18,17.97574328,9,7,
64500,34,2,223,10,16,18.00825472,7,7,
64500,34,2,13,9,16,17.32224481,9,10,
64500,35,2,182,7,16,17.88088785,10,10,
64500,34,2,226,9,20,17.68687583,11,10,
64800,35,3,20,6,11,16.63981763,12,7,
64800,34,2,197,14,21,17.9953017,13,10,
64800,35,2,136,13,21,17.95088208,10,10,
64800,34,2,210,10,20,17.97574328,9,10,
65100,34,3,194,4,8,17.49789051,10,4,
65100,34,3,12,3,8,16.69498747,12,4,
65100,35,2,231,6,18,17.74797156,8,10,
65400,35,2,228,4,13,17.65673289,4,7,
65400,35,3,146,9,18,17.90192982,9,10,
65400,35,2,235,6,17,17.66514826,9,10,
65400,35,3,121,9,20,15.90869115,13,10,
65700,35,2,16,8,18,17.68687583,8,10,
66000,34,3,194,7,13,16.7965572,7,7,
66000,35,3,161,12,22,17.55970825,11,10,
66300,35,3,116,5,9,16.72552645,10,4,
66300,35,2,2,6,11,18.00453118,8,7,
66300,35,2,151,7,16,17.98180147,8,10,
66600,34,3,152,5,9,17.34539372,8,4,
66600,34,4,172,2,6,16.5400542,8,4,
66600,34,3,161,5,11,17.66978178,8,7,
66900,34,3,122,9,17,16.02258065,15,7,
67200,35,4,41,2,9,15.98215078,7,7,
67500,35,3,232,6,14,17.34539372,14,7,
67800,34,1,22,2,6,17.3538527,6,1,
67800,34,4,207,8,14,15.60555556,13,7,
67800,34,3,161,11,19,15.79334055,17,10,
68100,34,4,168,7,11,16.24153675,11,4,
68100,35,4,22,3,8,15.86653477,7,7,
68100,35,3,221,5,12,16.57950495,12,7,
68400,34,4,67,3,9,16.5400542,9,4,
68400,34,3,234,9,17,15.7133914,14,7,
68700,34,4,220,5,9,16.69267606,10,4,
68700,35,3,224,4,9,16.44459601,10,7,
68700,35,3,237,4,11,16.41923274,14,7,
69300,34,4,195,8,11,15.88693777,12,1,
69300,35,4,111,2,6,16.59166207,8,4,
69600,34,4,112,6,11,15.60555556,10,1,
69600,35,4,1,4,6,16.41771859,10,4,
69600,34,4,191,5,13,15.50438048,10,4,
69600,34,3,19,9,16,16.02258065,12,7,
70200,34,4,171,2,12,15.98215078,13,10,
70500,34,4,208,6,14,15.56053952,11,7,
70800,35,4,226,7,12,15.6137468,9,4,
70800,34,4,35,5,13,15.38992537,12,7,
71100,35,4,169,8,12,16.04228799,12,4,
71400,35,3,118,3,9,15.86711302,5,4,
71400,34,4,14,8,12,16.04228799,12,4,
71700,34,3,182,8,13,16.13056346,15,7,
71700,35,4,146,6,13,16.22189702,12,7,
72000,34,3,202,11,18,15.80460022,14,7,
72300,34,3,25,14,21,16.90512406,9,7,
72300,34,3,10,14,26,15.72525801,18,13,
72600,35,3,138,9,17,15.7133914,14,7,
72600,34,3,193,12,18,15.71305525,13,7,
72900,35,3,233,6,11,16.11356699,8,4,
73200,35,3,38,5,8,15.69457281,7,4,
73200,34,4,204,14,24,17.11134884,10,7,
73200,35,3,204,9,19,15.86711302,14,10,
73200,34,3,17,11,23,16.1405723,18,13,
73500,34,3,212,10,20,15.7133914,16,10,
73500,35,3,236,7,19,16.35519575,14,10,
73800,34,3,50,5,10,17.63264911,6,4,
74100,35,3,29,4,10,16.37466475,6,7,
74100,35,3,227,6,15,16.3563013,7,7,
74100,34,3,151,7,16,16.18213748,9,7,
74400,35,1,182,10,18,16.93519804,10,7,
74400,34,3,203,11,20,16.66555972,13,7,
74400,35,3,210,7,16,16.5820263,10,10,
74400,34,3,197,10,24,16.60729529,11,10,
74400,34,3,231,7,19,16.35519575,14,10,
74700,34,3,152,6,14,17.24456259,11,7,
75000,35,3,233,5,11,17.91840463,5,7,
75000,34,3,205,7,15,17.33863428,12,10,
75300,34,3,15,9,18,16.86484254,11,7,
75300,35,1,235,4,11,17.42061766,10,7,
75300,34,3,191,9,19,16.7965572,12,10,
75600,35,3,185,7,13,17.0247428,7,4,
75600,34,3,55,5,11,16.66433991,10,7,
75600,35,4,151,8,22,17.32716638,9,13,
75900,35,3,21,13,21,17.1299787,8,7,
75900,34,4,19,10,25,17.32716638,12,13,
75900,34,4,18,21,38,16.96171171,20,22,
76200,35,1,222,4,11,17.2895128,9,10,
76200,34,1,112,4,12,17.2895128,10,10,
76200,34,4,16,8,27,17.18429136,13,16,
76500,35,1,141,1,3,16.85632437,2,1,
76500,35,1,116,3,7,16.85632437,5,4,
76500,34,1,13,7,12,16.74175011,9,4,
76500,35,3,35,12,20,16.91845673,8,7,
76500,34,3,143,6,12,17.78490793,5,7,
76800,35,1,232,6,11,17.08496448,8,1,
76800,34,3,147,5,11,17.90192982,6,7,
76800,35,1,20,5,10,17.0301974,9,10,
77100,35,5,138,5,8,19.73394794,1,1,
77100,34,1,40,8,12,16.83199003,9,4,
77100,35,4,153,3,8,17.72830296,8,4,
77400,35,3,171,8,16,17.63264911,10,7,
77400,35,4,44,6,15,17.82987897,12,7,
77700,35,3,115,7,11,17.57081228,7,4,
77700,35,3,85,7,12,17.10245464,5,4,
78000,35,3,113,13,19,16.90512406,7,7,
78000,35,4,79,8,16,17.82359703,12,7,
78000,35,3,42,5,13,17.89544409,4,7,
78300,35,4,2,2,4,19.54458204,5,4,
78300,34,4,139,13,22,16.92123421,9,7,
78300,34,4,150,8,24,17.22767322,12,13,
78300,34,3,172,18,31,16.91845673,13,13,
78600,35,3,111,9,17,17.64912109,9,7,
78900,35,4,146,7,17,17.93170732,13,7,
79200,34,3,121,6,12,17.32794737,5,4,
79200,35,4,223,6,13,17.9285347,13,4,
79200,34,4,120,8,28,17.10688438,13,16,
79500,35,4,141,4,7,17.80446359,7,4,
79500,34,4,24,13,24,17.1248279,9,10,
79500,34,4,38,10,24,17.22598147,10,13,
79800,35,4,229,12,21,16.92123421,9,7,
79800,35,4,43,6,16,17.23481229,5,7,
79800,35,4,230,10,23,17.22598147,8,10,
80100,35,4,45,6,9,17.46989899,8,10,
80100,35,4,188,10,26,17.29866264,14,16,
80400,35,4,149,6,11,17.93088023,6,4,
80400,35,4,226,12,21,17.16443742,9,7,
80400,35,4,124,3,13,17.25047496,3,7,
81000,35,4,28,4,5,17.59158879,5,7,
81000,35,4,20,5,18,17.09338991,10,13,
81000,34,4,169,9,27,17.25047496,12,16,
81300,35,4,77,7,13,17.69851485,11,7,
81900,35,4,33,5,11,18.000375,10,4,
81900,35,4,193,8,16,17.7163067,14,10,
82200,35,4,185,8,17,17.94117211,13,7,
82200,35,4,168,9,18,17.81887955,14,10,
82800,35,4,57,4,9,19.32999158,12,4,
82800,34,4,198,4,8,19.13509656,10,7,
82800,35,4,194,5,16,18.10397163,10,10,
83100,35,5,210,1,4,16.07495652,4,4,
83100,35,4,159,7,15,17.72068429,10,7,
83400,35,4,227,4,11,17.94186567,9,4,
83400,35,4,232,5,13,18.01020553,9,7,
83400,35,4,202,8,15,17.7923913,12,7,
83700,35,4,65,3,6,18.60660377,7,7,
84300,35,4,160,3,10,18.28907502,7,7,
84600,35,4,212,2,6,19.21318145,10,1,
84600,35,4,211,3,8,19.21318145,11,4,
84600,35,4,171,6,19,19.21537829,17,7,
85500,35,4,197,4,8,20.16432161,3,4,
85500,35,5,41,2,8,20.25393586,5,4,
85800,35,5,52,1,4,16.07495652,2,1,
85800,35,4,13,1,2,20.06681159,1,4,
300,35,5,26,2,2,20.07018634,1,1,
600,35,5,183,0,0,15.66570513,3,1,
600,35,5,10,4,7,19.75218391,1,1,
600,35,5,31,3,5,19.94326396,1,4,
600,35,5,196,4,7,19.95248574,5,4,
600,35,5,172,3,8,20.00748899,4,4,
900,35,5,11,2,6,20.00748899,3,1,
1200,35,5,23,0,5,20.04739583,3,1,
1200,35,5,173,3,6,18.84280742,2,4,
1500,35,5,32,2,4,19.47292576,0,1,
1500,35,5,176,3,3,20.20559846,1,1,
3900,35,5,225,2,5,18.24646465,1,1,
3900,35,5,171,3,7,18.05743741,2,4,
4500,35,5,194,3,5,16.67942664,4,1,
4500,35,5,216,0,2,18.00441826,1,4,
4800,35,5,197,3,6,16.67942664,4,4,
5400,35,5,200,1,5,16.03017241,5,4,
7200,35,5,55,0,0,14.81456311,0,1,
7200,35,5,59,0,0,15.88421053,1,1,
9300,35,5,62,1,1,12.32839117,1,1,
9900,35,5,45,0,0,13.4309375,0,1,
10800,35,5,177,0,0,13.91407942,2,1,
11100,35,5,40,1,2,12.12419355,2,1,
11700,35,5,174,0,1,13.21825095,5,1,
12600,35,5,69,0,1,12.27181208,0,1,
12900,35,5,44,1,3,12.36287263,3,1,
13500,34,3,61,9,25,16.0744981,16,16,
13800,35,5,39,1,2,11.87263514,1,1,
18000,35,4,40,9,12,12.87717042,2,4,
18600,35,5,49,1,1,13.11003717,1,1,
18900,35,4,41,8,16,12.93408948,5,10,
20400,34,0,52,14,25,16.36587537,6,13,
20700,35,5,51,1,1,11.79772727,2,1,
20700,35,5,75,0,1,12.58622328,2,1,
21000,35,5,78,1,1,12.89365079,2,1,
21300,34,0,183,8,17,17.33478588,6,7,
21600,35,5,21,2,4,13.37824268,1,1,
21600,35,5,57,8,11,13.10043956,4,1,
21600,35,0,45,10,19,16.28842944,6,10,
21900,35,5,19,2,3,13.23604396,2,1,
22500,35,5,199,2,3,13.15537849,0,1,
22500,35,4,170,5,13,12.90369249,4,7,
23100,34,1,173,15,23,15.69681015,6,10,
23700,35,1,176,13,25,15.66709782,6,10,
24000,35,4,114,7,8,12.77372093,2,1,
24000,35,4,35,5,9,12.85226131,0,4,
24000,35,4,18,5,11,12.78448509,3,7,
24300,35,4,237,7,12,12.85226131,1,4,
24300,35,4,121,9,13,12.75786901,3,4,
24300,34,4,218,11,18,13.50687361,4,7,
24300,34,4,33,7,16,13.01177474,5,7,
24300,35,0,139,7,15,16.16997207,5,7,
24600,34,2,158,9,16,13.56890244,2,7,
24600,35,4,150,8,17,13.1449506,5,7,
24600,34,4,178,10,20,13.2463469,5,7,
24600,35,4,215,8,14,12.77480258,5,7,
24600,35,1,196,6,15,15.85553367,4,10,
24900,35,2,192,9,14,13.69272326,2,7,
25200,35,2,155,5,12,15.20670827,3,4,
25200,34,2,187,12,23,14.10996767,5,13,
25500,34,2,219,9,15,13.84706849,4,7,
25500,35,2,235,8,14,14.03533001,4,7,
25800,35,4,16,10,17,13.57692734,3,7,
25800,34,2,231,5,13,14.10996767,3,7,
25800,35,0,165,11,20,18.10091743,7,7,
26100,34,2,168,9,18,14.34633072,4,10,
26100,34,0,211,11,26,15.89426058,4,10,
26100,34,2,171,14,22,14.03533001,4,10,
26100,34,2,226,11,22,14.34633072,5,13,
26400,35,2,144,7,9,14.41690334,2,4,
26400,34,2,151,11,18,14.04108612,4,7,
26400,34,2,207,8,21,14.84021739,4,13,
26700,34,1,156,5,10,15.6351434,3,4,
26700,35,2,195,5,11,14.77510271,3,4,
26700,34,2,166,9,15,14.77510271,3,7,
26700,35,1,136,10,31,16.89721086,16,19,
27000,34,2,112,12,21,14.59958106,3,10,
27000,34,2,193,13,23,14.47566138,4,13,
27300,34,1,87,17,28,15.6689496,8,10,
27300,35,2,230,8,18,14.84021739,3,10,
27300,34,1,146,6,17,15.48476041,5,10,
27600,35,1,234,2,8,16.05856178,3,7,
27600,34,2,186,7,21,14.92616487,6,13,
27900,35,1,204,6,17,16.0409943,4,10,
27900,34,1,223,3,14,16.05856178,4,10,
27900,34,1,153,9,20,15.95051752,4,10,
28200,34,1,212,5,10,15.62362235,1,1,
28200,35,1,82,6,13,15.66709782,2,4,
28200,35,0,233,5,11,17.8415088,3,4,
28200,34,2,39,10,21,16.8329328,15,10,
28200,34,0,21,12,25,16.17644428,6,13,
28500,34,1,20,7,11,15.74491089,4,7,
28800,35,1,167,10,16,15.6351434,5,4,
28800,34,1,172,12,20,15.6689496,5,7,
28800,34,1,122,12,18,15.64359768,5,7,
28800,34,0,169,10,19,16.15758711,4,10,
28800,34,0,180,12,25,16.11381832,3,13,
29100,35,0,54,10,20,15.95309341,3,10,
29100,35,1,161,15,29,15.69779028,6,13,
29100,34,0,191,12,27,15.89426058,5,13,
29400,34,0,216,10,22,15.81734652,6,7,
29400,35,0,0,8,19,16.03250786,2,10,
29700,34,0,229,8,19,15.81734652,6,7,
29700,34,2,25,6,12,17.52396621,10,7,
29700,34,0,200,12,25,15.7925435,5,10,
29700,34,0,179,12,23,16.17644428,6,13,
30000,34,0,220,11,23,16.09011964,2,10,
30000,35,0,198,13,28,16.0242,4,10,
30000,35,0,197,13,24,16.19054206,4,13,
30300,35,3,201,11,14,15.66663452,7,7,
30300,34,1,224,7,16,17.05300191,8,10,
30300,34,1,217,6,17,17.19226372,11,10,
30300,34,0,199,14,27,16.36067208,8,13,
30600,34,0,227,14,24,16.18434588,4,10,
30600,34,0,185,14,24,15.97481508,6,10,
30600,35,0,209,16,28,16.33493202,7,13,
30900,35,0,164,6,15,16.39543446,4,7,
30900,34,0,182,10,19,16.13127196,5,10,
30900,34,0,118,9,18,16.4419693,5,10,
30900,35,0,232,10,18,16.4107197,5,10,
31200,34,1,190,6,13,17.40004134,11,10,
31200,35,0,225,12,25,16.3333578,7,13,
31200,34,0,175,11,24,16.27797112,7,13,
31200,34,0,1,15,30,16.31727806,8,13,
31500,35,3,81,6,12,16.24141574,4,7,
31500,34,0,160,10,17,16.45434234,2,7,
31500,35,0,79,14,27,16.11421446,6,10,
31500,35,0,194,18,30,15.96168421,6,13,
31500,35,0,85,18,33,16.13127196,9,13,
31800,34,0,111,12,17,16.06123099,6,7,
31800,34,1,188,11,24,16.52650293,9,10,
31800,34,0,34,13,25,16.43561295,7,13,
31800,34,1,14,7,20,17.3492126,14,13,
32100,34,0,113,10,23,16.53140167,6,10,
32100,35,0,2,13,25,16.43561295,7,13,
32100,35,0,50,16,30,16.13127196,8,13,
32100,34,0,117,13,28,16.51780523,9,13,
32100,35,0,116,18,36,16.36643009,11,16,
32100,35,0,236,21,44,16.16997207,15,22,
32400,35,3,228,4,10,18.47756598,11,4,
32400,35,0,25,9,17,16.95716892,6,7,
32400,34,0,186,10,21,16.53140167,4,10,
32400,35,1,195,11,30,16.53237463,13,16,
32400,35,1,157,11,32,16.71256994,16,16,
32400,35,1,9,15,33,16.55064504,14,16,
32700,35,1,120,7,20,16.81298557,7,10,
32700,34,1,17,10,27,16.53237463,11,13,
32700,34,1,145,8,20,17.19226372,13,13,
32700,34,1,115,12,32,16.59474269,16,16,
33000,34,1,147,6,15,17.39793487,13,10,
33000,34,1,33,12,27,16.55064504,10,13,
33000,34,3,17,10,27,15.43088077,10,13,
33300,35,2,40,5,9,17.42708234,10,4,
33300,34,1,222,6,14,17.46142384,10,10,
33300,34,1,86,10,27,17.43795712,19,13,
33600,35,2,71,7,11,17.25427616,11,4,
33600,35,1,68,8,20,17.26492106,14,13,
33900,35,2,154,7,13,17.18374506,9,7,
33900,34,3,119,11,16,16.36448894,7,7,
34200,34,2,144,9,15,17.42439024,11,7,
34200,35,3,44,5,14,16.9055336,9,7,
34200,34,3,208,8,21,15.91968854,14,10,
34500,35,3,41,10,15,17.32490909,11,7,
34500,34,1,234,12,27,18.50675343,7,13,
34800,34,2,226,4,8,17.38473896,5,7,
35100,34,2,170,8,13,17.37785333,9,7,
35100,34,2,38,10,20,17.34072212,15,10,
35400,34,2,22,4,12,17.04793187,9,7,
35400,35,2,196,9,19,16.87295711,13,7,
35400,34,2,16,8,16,17.18374506,13,10,
35700,34,2,114,9,13,17.28791209,9,7,
35700,35,2,15,5,14,17.04793187,9,7,
35700,34,3,181,12,17,17.17389444,9,7,
35700,35,3,169,8,19,16.89358289,14,7,
35700,34,3,220,6,15,16.17854447,11,10,
36000,35,0,216,7,12,16.87366224,8,7,
36000,34,0,189,13,22,17.28403424,8,10,
36300,35,3,141,10,16,16.77176648,6,7,
36300,34,2,152,7,17,17.04793187,11,10,
36300,35,3,193,14,24,17.20732553,13,10,
36600,34,3,45,17,25,15.75870599,10,10,
36900,34,3,221,5,9,17.39081256,11,4,
37200,35,3,0,13,19,17.2308747,9,7,
37200,34,3,159,8,22,15.48833424,8,7,
37200,34,3,202,13,19,16.87214567,9,10,
37500,34,3,215,12,17,17.07993114,9,10,
37500,34,3,148,12,22,16.24141574,12,10,
37500,34,3,9,13,25,16.15837752,16,13,
37800,35,3,42,8,16,16.24141574,7,10,
38100,35,1,1,7,16,16.40862745,2,7,
38100,34,3,118,9,20,16.17854447,12,10,
38100,34,3,224,13,28,15.58937669,11,10,
38400,35,3,161,9,21,15.21190865,10,10,
38400,34,3,171,8,21,16.0744981,11,10,
38400,34,3,23,8,23,15.83056938,12,10,
38400,34,3,38,11,28,15.83056938,15,13,
38400,34,1,120,10,21,16.0845447,13,13,
38700,35,3,79,3,10,15.48833424,5,4,
39000,35,2,158,5,10,19.28304204,3,4,
39000,34,3,182,14,22,15.81822796,8,7,
39000,35,0,112,10,23,19.23645914,7,16,
39000,34,1,138,17,32,16.65081534,12,16,
39000,34,3,83,23,43,15.13554502,12,19,
39300,35,1,235,12,25,16.59849691,6,10,
39300,34,1,34,15,25,15.99075786,8,13,
39300,35,1,49,11,28,16.17055556,15,16,
39300,35,1,194,11,30,16.28269987,11,16,
39600,35,3,113,7,10,15.66663452,7,7,
39600,35,0,15,10,17,17.52517162,3,7,
39600,34,0,21,13,21,16.9073017,8,10,
39600,34,1,2,14,33,16.13170732,16,19,
39900,34,1,232,14,25,16.58131868,6,10,
39900,34,1,122,13,27,16.54246032,6,13,
39900,34,1,19,18,30,16.35558559,10,16,
40200,35,1,117,7,14,16.65081534,4,4,
40200,35,1,80,9,17,16.58131868,4,4,
40200,35,1,227,17,29,16.35558559,8,13,
40200,34,1,40,21,35,16.59298167,12,19,
40500,35,1,229,10,17,16.47912383,6,4,
40500,34,1,121,10,25,16.1320442,13,13,
40500,34,1,168,12,27,16.56103203,8,13,
40800,34,0,192,10,17,16.9151582,6,7,
40800,35,1,153,7,17,16.12955895,7,10,
40800,35,1,236,8,22,16.28269987,4,10,
40800,34,0,27,10,23,16.34157442,11,13,
40800,34,1,116,13,30,16.40862745,8,16,
41100,35,0,29,7,12,16.86909774,7,10,
41100,34,1,170,9,25,16.07567454,12,13,
41100,34,2,114,12,23,19.458901,8,13,
41400,34,2,12,6,9,16.03480929,11,4,
41400,34,1,191,11,26,16.14571191,15,13,
41700,35,0,124,10,16,17.62664346,3,7,
41700,34,0,79,13,26,17.66305855,4,10,
41700,35,0,177,11,24,17.42984569,7,10,
41700,35,0,161,6,19,17.98224456,7,10,
41700,35,0,136,14,24,16.88464715,10,13,
42000,35,0,111,6,14,16.34157442,8,10,
42000,34,0,226,10,17,16.88464715,8,10,
42000,34,0,184,13,23,16.5134984,13,13,
42300,35,1,84,1,4,18.61966114,2,4,
42300,35,1,149,12,27,18.50675343,7,13,
42300,34,0,44,11,25,16.23452675,14,16,
42600,35,0,35,9,20,17.64720948,4,10,
42600,34,0,151,9,21,17.51741911,5,10,
42600,35,0,237,9,26,17.55086727,5,10,
42600,35,0,199,13,22,16.84605457,9,13,
