plan_time,runway,peaknew,gatenew,NewPushA,NewPushBa,NewPushoutB,append2_res,append1_res,
31500,17,1,193,13,44,16.91397527,23,22,
31800,16,1,41,14,29,16.1320442,11,13,
31800,16,1,26,14,32,16.59474269,13,13,
31800,16,0,33,20,34,16.43561295,14,13,
31800,16,0,34,13,24,15.96168421,7,13,
31800,16,0,0,18,31,16.06123099,7,16,
32100,17,0,155,5,11,16.27021351,4,7,
32100,16,1,156,15,26,16.55064504,11,7,
32100,17,0,158,6,12,16.27021351,4,7,
32100,16,0,44,24,41,16.16997207,11,19,
32400,17,0,228,4,9,16.45434234,4,4,
32400,17,0,117,12,20,16.49636564,4,7,
32400,17,2,29,7,12,17.49388235,10,7,
32400,16,0,168,16,28,16.36643009,8,10,
32400,17,1,185,14,33,16.59474269,15,13,
32700,17,1,170,9,16,16.59474269,2,4,
32700,17,1,215,12,27,16.59474269,10,10,
32700,16,1,162,11,28,16.67612328,12,10,
32700,16,1,37,18,31,16.52650293,13,13,
32700,16,1,139,13,36,16.89721086,17,19,
33000,16,1,79,15,28,16.55064504,12,10,
33000,16,1,12,14,35,16.67612328,15,16,
33000,16,1,36,14,37,16.81298557,20,19,
33000,16,1,119,15,41,16.81298557,22,22,
33300,17,1,20,5,22,17.18882106,7,10,
33300,16,1,225,6,25,16.91397527,13,13,
33600,17,1,59,5,21,16.91397527,11,10,
33600,16,1,226,12,33,16.94207589,17,16,
33900,17,1,181,8,24,17.34056225,13,13,
33900,16,1,116,9,29,17.37046293,17,16,
34200,17,1,195,3,7,17.4414963,7,7,
34200,16,2,18,8,14,17.43515264,13,10,
34200,16,2,169,6,12,17.52396621,14,10,
34500,16,1,233,7,16,17.43795712,10,10,
34500,17,1,45,6,15,17.39793487,9,10,
35100,16,2,177,6,10,17.42439024,10,7,
35100,16,2,201,8,14,17.3129683,9,10,
35400,16,2,38,7,14,16.90393738,12,7,
35400,16,2,111,6,13,17.28791209,13,10,
35400,17,3,196,8,15,17.20732553,12,10,
35700,17,2,14,2,4,16.87295711,6,1,
35700,16,2,186,3,7,17.45684159,3,4,
35700,16,2,113,6,11,17.37785333,6,7,
36000,16,3,114,6,11,17.39081256,10,4,
36000,17,2,122,5,10,16.87295711,10,7,
36000,16,3,2,5,10,16.89358289,9,7,
36000,16,2,182,6,12,17.35196172,11,10,
36300,17,3,118,6,9,17.12756849,1,4,
36300,17,3,194,9,17,16.9055336,9,7,
36900,16,3,155,4,10,17.39686916,8,4,
36900,16,3,214,4,13,17.35733902,13,10,
37200,17,3,142,1,7,17.07993114,6,4,
37200,16,3,124,5,15,17.39686916,12,7,
37500,16,3,220,5,8,17.37184293,5,4,
37500,16,3,115,2,12,17.07993114,9,7,
37800,17,3,19,2,5,16.50172144,5,4,
37800,17,3,70,4,13,17.0607767,13,10,
38100,16,3,16,7,10,15.83056938,8,4,
38100,17,3,107,6,9,16.0744981,10,4,
38400,16,3,37,5,7,15.92211646,7,1,
38400,17,3,121,7,13,15.43088077,5,7,
38400,16,1,150,9,16,16.47912383,7,7,
38400,16,3,106,9,16,15.65910349,9,10,
38700,17,3,9,5,8,15.66357579,8,1,
38700,16,3,13,6,12,15.28914687,4,4,
39000,16,3,152,2,5,15.21190865,0,1,
39000,17,3,148,4,10,15.17930295,3,4,
39000,16,3,123,8,13,15.48833424,6,4,
39000,17,3,112,13,24,15.38206549,9,10,
39300,16,1,34,11,16,16.24069401,7,4,
39300,17,0,231,12,22,16.23452675,12,7,
39300,16,3,117,4,9,15.24795443,5,7,
39300,17,1,172,13,23,16.47912383,7,10,
39600,17,1,10,4,7,16.47912383,4,1,
39600,17,3,46,1,4,15.53465686,2,4,
39600,16,3,0,9,18,15.38206549,7,7,
39600,16,0,44,9,25,16.57933785,13,13,
39900,16,1,195,6,13,16.65081534,4,7,
39900,16,0,20,8,23,16.5134984,9,13,
40200,17,1,79,4,8,16.56642567,2,1,
40200,17,1,35,9,17,16.59298167,5,7,
40200,17,1,21,8,19,16.28269987,5,10,
40200,16,1,228,13,24,15.98942308,10,10,
40500,16,1,136,6,11,16.17273497,4,7,
40500,17,1,224,10,20,16.65081534,4,10,
40800,16,1,168,6,11,16.43855634,3,4,
40800,16,1,116,7,16,16.43855634,3,7,
40800,17,1,170,11,19,16.56103203,7,10,
40800,16,0,28,10,23,16.84235561,10,13,
40800,17,1,232,12,23,16.40862745,9,13,
41100,17,1,201,5,11,16.17055556,6,7,
41100,16,0,1,7,20,16.49168019,9,7,
41100,16,1,147,9,17,16.21176223,8,10,
41400,16,1,182,4,11,16.1320442,4,7,
41400,16,0,11,7,19,16.34157442,10,7,
41400,17,1,191,14,29,15.98183347,14,10,
41700,17,0,118,6,14,16.3102091,6,4,
41700,16,1,23,13,24,15.98942308,9,10,
41700,17,0,197,12,24,16.21636439,10,10,
41700,17,0,138,9,24,16.3102091,11,10,
41700,17,0,151,20,33,17.18623108,16,16,
42000,16,1,218,7,11,16.14571191,6,4,
42300,16,2,58,4,10,16.39556434,7,4,
42300,17,0,192,11,20,18.56063626,6,7,
42300,16,0,38,9,24,16.3102091,11,10,
42300,17,0,145,4,14,16.79761252,7,10,
42300,17,0,204,15,27,17.62471028,8,13,
42600,17,0,227,14,24,17.66979284,4,10,
42600,17,0,223,8,20,16.86909774,11,10,
42600,16,0,171,10,25,16.8691306,13,13,
42900,17,0,120,7,11,17.33478588,7,7,
42900,17,0,230,9,15,17.42984569,8,10,
42900,17,0,234,9,15,16.84605457,10,10,
43200,16,0,113,9,12,17.13129549,12,7,
43200,17,0,159,9,15,17.42984569,8,7,
43200,16,0,212,11,21,17.60949635,2,7,
43200,16,0,27,13,23,17.7077534,4,10,
43200,17,1,209,14,30,18.13411528,4,16,
43500,16,0,193,1,5,17.68380443,2,4,
43500,16,0,221,7,13,17.51741911,8,4,
43500,16,1,12,7,12,18.61966114,1,7,
43500,17,0,30,11,18,17.33478588,11,10,
43500,17,1,121,14,27,18.61857923,6,13,
43800,16,0,202,6,14,17.62471028,6,7,
43800,16,0,112,6,18,17.582185,3,7,
43800,16,0,36,13,31,17.62664346,5,13,
43800,17,0,203,15,30,17.64720948,5,13,
43800,16,0,17,11,30,17.582185,6,13,
44100,16,0,222,7,17,17.66458254,2,7,
44100,16,0,122,12,24,17.66458254,3,10,
44100,16,0,26,12,29,17.62664346,4,13,
44100,16,1,52,13,26,17.15028878,11,13,
44400,16,0,190,3,10,17.60990854,2,4,
44400,17,0,160,8,20,17.60990854,3,7,
44400,16,0,169,6,15,17.80979381,3,7,
44400,17,0,206,15,32,17.61490015,5,13,
44400,16,0,220,11,25,17.88528226,4,16,
44700,16,1,37,7,15,18.4563848,2,10,
44700,16,1,19,7,18,18.35427589,10,10,
44700,16,1,231,10,19,18.61966114,2,13,
44700,16,0,229,14,29,17.60949635,3,13,
44700,16,0,146,10,22,17.88528226,4,13,
45000,17,1,226,10,25,18.65953628,13,16,
45300,17,1,51,8,15,18.34655405,2,10,
45300,17,1,14,9,15,18.45616534,1,10,
45300,17,1,115,8,14,18.08575788,4,10,
45300,16,0,233,12,23,17.73858921,5,13,
45300,16,0,114,13,30,17.48611929,5,13,
45600,16,1,32,4,12,18.65953628,5,7,
45600,17,1,182,13,27,18.57637623,8,16,
45900,17,0,184,8,20,17.80979381,4,10,
45900,17,0,161,15,27,18.24838088,8,10,
45900,16,1,119,10,20,18.50675343,1,13,
46200,17,1,13,2,7,18.65953628,0,4,
46200,16,1,33,4,7,18.35427589,4,4,
46200,17,1,237,9,17,18.56082103,5,10,
46500,16,1,191,4,13,18.6057759,5,7,
46800,17,2,228,7,9,19.36449788,4,1,
46800,16,0,136,1,8,18.26177249,7,7,
46800,17,1,235,9,22,18.69291429,10,13,
47100,16,0,152,4,4,18.10091743,3,4,
47100,16,1,215,3,6,18.45853558,5,4,
47100,16,0,225,0,7,18.26177249,7,4,
47100,16,0,148,4,13,18.26177249,9,10,
47400,16,0,188,3,9,18.93617021,3,4,
47400,17,2,24,7,12,19.21481836,6,4,
47400,16,1,158,6,12,18.45853558,7,7,
47400,17,0,224,5,11,18.26050309,9,10,
47700,16,0,207,4,6,18.20276074,1,4,
47700,16,0,223,7,11,18.11745045,1,4,
47700,16,2,199,12,19,19.57070064,8,10,
48000,17,0,29,6,10,18.79216535,2,1,
48000,16,2,151,2,7,19.46707607,1,4,
48000,16,2,171,6,14,19.46707607,4,7,
48000,17,2,230,10,24,19.07086915,12,10,
48300,16,0,35,7,12,18.71856311,2,4,
48300,16,2,31,6,15,19.1300813,8,7,
48300,17,0,168,10,22,18.84359177,7,10,
48600,16,0,166,6,10,18.4507728,0,4,
48600,16,0,15,4,13,19.19674892,4,4,
48600,17,2,146,20,36,19.36449788,17,13,
48900,16,2,236,4,10,19.28363493,3,1,
48900,17,0,172,5,18,19.19674892,5,10,
48900,16,0,232,5,18,19.19674892,5,10,
49200,16,2,123,10,24,18.7931154,10,10,
49200,16,2,20,14,25,19.47121972,10,13,
49500,16,2,194,10,17,19.28304204,6,7,
49800,17,2,18,3,13,18.88805031,2,4,
49800,17,2,197,7,13,18.54471313,8,13,
49800,17,2,112,11,27,18.68694593,12,13,
50100,17,2,111,6,11,19.21481836,5,1,
50100,16,2,124,9,22,19.07086915,11,7,
50100,17,2,138,17,30,19.36449788,16,10,
50400,16,2,34,12,27,19.1300813,15,10,
50400,16,2,27,11,20,18.49929011,13,13,
50700,17,3,79,5,8,18.5379674,5,1,
51000,17,2,38,8,12,18.65345758,9,7,
51000,17,2,139,7,10,18.64086957,8,10,
51000,16,2,234,9,23,18.67105005,11,10,
51000,16,2,37,10,16,18.58371648,11,13,
51300,16,2,200,8,18,18.69607177,11,7,
51300,16,2,205,4,9,18.54471313,6,10,
51300,16,2,202,9,19,18.4184198,15,10,
51600,16,2,169,3,10,18.4184198,6,7,
51600,16,2,16,9,20,18.4184198,15,13,
51600,16,3,11,9,22,18.48524988,18,16,
51900,17,1,13,7,12,16.8309075,4,4,
51900,16,2,10,13,26,18.5396862,17,10,
52200,17,2,156,7,14,18.62173489,11,4,
52200,17,2,233,7,13,18.5396862,9,4,
52200,16,2,21,15,27,18.54483902,21,10,
52500,16,2,67,17,28,18.62173489,20,10,
52500,16,3,12,11,19,18.32357143,15,10,
52800,16,2,191,10,17,18.58986455,12,7,
52800,17,3,235,9,15,18.38549149,11,7,
52800,17,2,189,12,27,18.44250569,18,13,
53100,17,3,30,1,2,17.67640449,3,1,
53100,16,3,121,3,13,18.42556122,12,10,
53100,16,3,182,4,18,18.42556122,13,10,
53400,17,3,201,5,13,18.45894843,9,7,
53400,16,3,33,10,27,18.47756598,17,16,
53700,16,3,168,8,18,18.48524988,12,10,
53700,17,3,236,5,14,18.45894843,11,10,
53700,16,3,0,5,22,18.08552837,14,16,
54000,16,3,65,4,15,17.68966986,10,10,
54000,16,3,55,11,21,18.38549149,17,13,
54600,16,4,229,2,4,17.43932519,5,4,
54900,16,4,237,2,5,17.37074592,5,4,
54900,16,3,222,3,13,17.77473176,9,10,
55200,16,4,171,7,14,16.38298526,8,4,
55800,16,4,203,0,1,17.18568521,5,1,
55800,16,2,151,1,8,16.06493656,5,1,
55800,16,4,35,10,14,16.49261115,8,4,
55800,17,4,204,16,20,16.49528302,11,7,
55800,16,2,207,8,19,16.01899802,6,10,
56100,16,4,234,3,8,16.38298526,7,1,
56100,16,4,20,2,4,17.2032345,7,4,
56100,17,2,157,6,13,16.18536873,7,7,
56100,17,4,136,15,21,16.49261115,13,10,
56400,17,2,9,2,10,16.11040828,4,1,
56400,17,4,202,7,14,16.38298526,8,4,
56400,17,2,0,5,10,16.18096374,8,4,
56400,17,2,1,6,10,16.17030335,3,7,
56700,17,2,119,3,10,16.03078725,2,4,
56700,17,2,113,11,22,16.07698616,9,13,
57000,17,2,195,6,11,16.10296367,4,4,
57000,17,2,231,10,20,16.17030335,6,13,
57300,16,2,230,2,9,16.03078725,2,4,
57300,17,2,170,5,11,16.69958753,5,7,
57300,17,2,235,8,17,16.04532751,12,10,
57300,17,2,218,8,19,16.22905226,11,10,
57600,17,2,16,7,16,16.40138829,11,7,
57600,16,2,57,7,14,16.10296367,4,7,
57600,16,2,142,8,16,16.03480929,10,10,
57600,17,2,161,9,20,16.08475771,12,13,
57900,17,2,228,4,7,16.27631923,9,1,
57900,16,2,190,4,8,16.42827341,7,4,
57900,17,2,227,6,14,16.66396636,5,10,
58200,16,2,111,4,10,16.63287671,5,7,
58200,16,2,19,7,12,16.38666031,10,7,
58200,16,2,38,6,13,16.58122232,6,7,
58500,16,2,233,3,5,16.30887939,3,4,
58500,17,1,9,2,9,16.99887781,7,4,
58500,16,1,74,9,17,15.91728907,8,7,
58800,16,1,214,2,6,16.87793408,6,1,
58800,17,2,15,3,4,16.34362512,5,4,
59100,16,1,209,6,11,16.87156863,6,4,
59100,16,2,138,8,12,17.85812044,7,4,
59100,16,1,196,6,13,16.99887781,9,7,
59100,17,1,12,12,25,16.80064963,11,13,
59400,17,2,201,5,11,15.86561914,6,4,
59400,16,1,36,15,25,17.07052192,10,7,
59700,17,1,121,12,21,16.63029915,15,7,
59700,17,1,236,12,26,16.94292528,14,13,
59700,17,1,146,21,36,16.31926484,21,19,
60000,17,1,2,5,9,16.31926484,3,1,
60000,16,1,138,7,11,16.24552036,6,4,
60000,17,1,220,9,17,15.91728907,7,7,
60000,17,2,182,13,21,15.80028504,15,10,
60300,16,2,112,6,11,15.80658144,9,4,
60300,16,1,197,4,12,16.84335904,3,7,
60300,16,1,171,5,11,16.78594642,7,7,
60300,17,1,115,8,17,16.94292528,9,7,
60300,17,1,152,12,23,16.97191101,12,10,
60600,16,1,232,8,14,16.82265101,8,7,
60600,17,1,234,7,16,16.8902342,8,7,
60600,17,1,237,11,22,17.03072,13,10,
60600,17,1,215,13,25,16.99887781,15,13,
60600,16,1,37,11,26,16.81167691,11,13,
60900,16,1,168,5,11,16.73694479,5,7,
60900,17,1,226,10,19,16.80064963,9,10,
61200,17,1,1,3,7,16.94292528,7,1,
61200,16,1,172,7,13,16.79879466,4,7,
61500,16,1,191,7,12,16.82917407,6,7,
61500,16,2,31,9,17,17.74797156,12,7,
61500,17,1,24,5,11,16.75074503,2,10,
61500,17,1,114,8,18,16.93235035,7,10,
61800,16,1,22,12,21,17.04770756,7,7,
61800,17,1,16,4,13,16.84335904,3,10,
62100,16,1,35,9,22,16.8902342,9,10,
62400,17,1,18,4,11,16.76783523,4,7,
62400,16,2,26,7,14,17.9953017,11,7,
62400,16,1,229,6,13,16.76530702,6,7,
62400,17,2,213,15,27,17.17296281,8,10,
62700,16,1,190,6,9,17.07052192,4,4,
62700,16,1,221,5,12,16.72119588,2,10,
63000,16,2,233,9,13,17.19413735,5,4,
63000,16,2,202,9,17,17.27045741,5,4,
63000,16,2,33,9,23,17.39313644,8,13,
63000,16,1,34,6,18,16.76783523,5,13,
63300,17,1,79,7,10,17.04770756,4,4,
63600,16,2,228,11,23,17.27045741,7,10,
63600,16,2,23,11,23,17.33470243,8,10,
63900,17,2,195,5,15,17.39313644,4,4,
63900,17,2,20,5,14,17.32224481,5,4,
63900,17,2,235,4,17,17.55232224,4,7,
63900,17,2,163,4,19,17.55232224,6,10,
63900,17,2,136,12,25,17.27982383,8,13,
64200,16,2,192,9,15,17.66811719,9,7,
64200,16,2,118,11,21,17.27045741,7,7,
64200,16,2,29,7,23,17.7192275,10,13,
64500,16,2,122,12,16,17.94410681,8,7,
64500,17,2,182,9,23,17.85803611,11,10,
64500,16,2,200,8,18,17.90278793,11,10,
64500,16,2,224,5,20,17.55232224,9,13,
64800,16,2,205,10,18,17.66811719,9,7,
64800,17,2,117,7,17,17.71075314,10,10,
64800,17,2,161,10,21,17.74797156,15,13,
64800,16,2,194,10,24,17.48556237,9,13,
65100,17,3,231,6,8,17.31163994,7,4,
65100,16,4,172,4,7,15.48046337,6,4,
65100,16,2,14,10,15,17.75811542,9,7,
65400,17,2,143,8,12,17.65054183,5,4,
65400,17,3,220,8,18,16.69498747,11,7,
65400,16,2,21,13,24,17.72435955,15,10,
65400,17,2,121,5,17,18.00453118,11,10,
65400,17,2,112,8,17,17.73232491,12,13,
65700,17,2,38,4,12,17.72236105,8,4,
66000,17,3,171,12,21,17.01256517,15,7,
66000,16,2,212,5,17,17.72236105,11,10,
66000,17,2,146,5,20,17.96919964,14,13,
66300,17,2,170,4,12,17.90958904,8,4,
66300,17,3,188,10,15,17.18660852,12,7,
66300,17,2,141,3,15,17.94613979,10,10,
66600,16,3,203,0,2,17.66978178,5,1,
66600,16,3,151,9,14,17.07150259,11,4,
66600,16,2,206,1,2,17.79710214,3,4,
66600,16,4,169,6,11,15.62234246,10,7,
67200,16,3,168,1,6,16.51023069,3,4,
67200,17,2,123,4,7,17.6980383,8,7,
67500,17,4,227,6,15,16.63529412,7,10,
67800,16,3,152,4,6,17.18660852,5,1,
67800,16,3,229,4,9,16.85115063,8,1,
67800,16,4,37,8,15,15.98215078,17,7,
68100,16,4,191,3,7,16.69267606,2,4,
68100,17,3,116,6,14,16.69498747,7,4,
68100,17,3,225,7,20,16.51023069,9,10,
68400,16,4,237,2,4,16.5400542,4,1,
68400,16,3,66,6,12,16.775,7,4,
68700,16,4,222,4,9,16.5400542,5,4,
68700,17,3,202,7,21,16.41923274,8,10,
68700,17,3,235,9,20,16.57274559,9,10,
69300,16,4,136,3,5,15.56053952,6,4,
69300,16,4,38,4,9,15.38998189,13,4,
69300,17,4,220,4,10,16.09549249,6,7,
69300,17,4,79,5,12,16.63529412,7,7,
69600,16,4,115,3,6,16.24611708,6,4,
69600,16,4,138,5,9,16.28270497,10,7,
69600,17,4,195,4,9,16.66139852,6,7,
69900,17,3,124,4,10,15.7932335,14,7,
70200,16,4,197,3,6,15.72838378,9,1,
70500,16,4,199,3,5,15.78572327,6,4,
70800,16,4,41,7,14,16.11280924,16,4,
70800,16,4,33,6,12,15.38998189,15,4,
71100,17,4,146,6,13,16.11622355,15,7,
71400,17,3,18,1,3,15.83402286,4,1,
71400,16,3,17,15,28,17.55437882,8,13,
71700,16,4,161,2,5,16.23136934,6,1,
71700,17,4,121,6,12,16.10978982,9,7,
71700,17,4,226,7,14,16.23136934,12,7,
71700,16,1,112,7,12,17.1135124,8,7,
72000,16,4,167,4,7,16.12533113,6,4,
72300,16,3,17,3,8,16.11356699,8,7,
72300,16,4,13,4,10,16.09549249,6,7,
72600,16,3,196,1,3,16.02258065,5,4,
72600,17,1,146,14,27,17.3538527,10,10,
72900,17,3,234,3,10,16.11356699,13,7,
73200,17,3,228,1,3,15.84790647,5,1,
73200,16,3,32,4,6,15.72525801,10,4,
73200,17,3,231,9,17,16.6493925,10,7,
73500,16,3,190,2,5,16.7015528,8,1,
73500,17,3,233,4,7,15.83402286,8,4,
73800,16,3,10,4,7,16.35519575,11,4,
73800,16,1,48,10,21,16.70568928,4,10,
74100,17,3,35,2,7,16.34356244,11,4,
74100,17,3,232,7,11,15.90869115,17,4,
74100,16,1,184,5,13,17.42061766,3,4,
74400,16,3,230,2,6,16.34356244,10,1,
74400,16,3,171,7,13,16.35519575,11,4,
74400,16,3,204,5,13,17.15598802,5,7,
74400,17,3,203,10,14,16.27703631,19,7,
74700,16,1,185,6,13,16.72880204,3,7,
74700,17,3,152,10,17,16.60729529,11,7,
75000,16,3,182,11,19,16.7015528,11,7,
75000,17,3,235,12,26,17.57081228,11,13,
75300,16,3,151,6,9,16.87069694,3,4,
75300,16,1,25,11,22,17.25591837,8,10,
75300,17,1,237,10,22,16.85632437,6,13,
75600,17,3,111,4,9,17.15598802,2,4,
75600,17,3,119,9,17,17.0247428,5,7,
75600,16,3,54,9,16,16.60729529,10,7,
75600,17,3,138,16,29,17.0247428,10,10,
75600,17,3,191,17,30,17.0247428,11,13,
75900,17,1,1,2,7,16.83199003,2,4,
75900,16,3,20,11,22,17.33863428,9,7,
75900,16,3,123,9,18,17.24456259,9,7,
76200,16,1,186,6,9,17.38329466,3,7,
76200,17,3,229,8,17,17.33863428,8,7,
76200,16,3,170,13,22,17.32794737,7,10,
76200,17,1,218,12,28,16.78543134,11,16,
76500,17,1,43,6,12,17.023625,6,7,
76500,16,3,31,9,15,17.55437882,3,7,
76500,17,1,12,6,14,16.94755672,4,7,
76500,17,3,26,7,17,17.68599053,11,10,
76500,17,1,0,9,18,17.13324197,11,10,
76500,16,1,38,13,25,17.25591837,9,13,
76800,17,1,2,7,14,16.96109436,4,7,
76800,16,3,30,7,17,17.68599053,11,7,
76800,17,1,202,15,31,17.03431877,8,16,
77100,17,3,201,10,18,17.89544409,5,7,
77100,16,3,122,9,17,17.95393548,8,7,
77100,17,1,136,14,30,16.75908115,12,16,
77400,17,3,120,7,16,17.57081228,9,7,
77400,17,4,161,8,27,17.29866264,11,10,
77700,17,3,195,5,12,17.57081228,8,7,
77700,17,3,116,16,29,17.91840463,10,13,
78000,17,4,158,4,6,17.89004011,7,4,
78000,17,3,11,11,21,17.67569378,5,7,
78300,17,4,16,2,7,17.93088023,7,4,
78300,17,3,46,8,12,17.67569378,4,7,
78300,16,4,192,2,9,17.34137178,4,7,
78300,16,3,9,9,19,16.9586262,8,10,
78600,17,3,44,12,20,17.28557082,7,10,
78900,16,3,236,6,17,17.10245464,5,7,
78900,17,4,171,8,25,17.1248279,13,13,
79200,16,3,121,5,14,17.10245464,2,4,
79200,17,4,79,5,9,16.96171171,5,7,
79200,16,3,114,11,23,17.10245464,8,10,
79200,17,3,212,14,25,17.1299787,9,13,
79500,16,4,159,1,6,17.59158879,4,4,
79500,16,3,45,11,22,16.90512406,8,13,
79500,16,3,19,8,21,16.9381295,9,13,
79800,17,4,227,4,13,17.12753165,9,7,
79800,17,4,188,9,15,17.46989899,12,7,
79800,17,4,228,4,12,17.14233045,5,10,
79800,17,4,232,9,26,17.22598147,12,13,
79800,17,3,224,10,24,16.9586262,9,16,
80100,17,4,41,4,11,17.1248279,4,7,
80100,17,4,210,10,28,17.18429136,18,13,
80400,17,4,115,4,8,17.12753165,5,4,
80400,17,4,25,5,10,17.9285347,9,4,
80400,17,4,222,10,25,17.11134884,12,13,
81000,16,4,172,0,3,17.62783019,3,1,
81000,17,4,1,4,14,17.12753165,11,7,
81300,17,4,76,7,14,17.98330159,15,7,
81900,17,4,37,4,10,17.89381515,12,7,
82200,17,4,161,2,6,19.08279483,11,4,
82200,17,4,168,8,17,17.59158879,16,10,
82800,17,5,57,1,3,18.15500747,1,1,
82800,16,4,198,3,4,18.1545583,4,4,
82800,17,4,199,4,11,17.93170732,9,4,
83100,17,4,218,5,11,17.87519685,10,7,
83400,17,4,231,3,7,18.60894246,6,4,
83400,17,4,187,3,12,17.93088023,11,7,
83700,17,4,64,2,5,18.28907502,6,4,
84300,17,4,225,5,8,18.18917379,7,4,
84600,17,4,183,4,8,19.09626168,10,4,
84600,17,4,196,4,10,19.21537829,12,4,
84600,17,4,182,5,10,19.202457,15,4,
85500,17,5,42,0,0,19.47292576,0,4,
85500,17,4,194,3,7,19.63191824,11,4,
85800,17,4,56,2,6,19.08279483,11,4,
85800,17,4,22,1,4,19.73786337,5,4,
86100,17,5,65,4,6,19.83209028,1,1,
300,17,4,11,1,1,20.78715459,3,1,
600,17,5,190,6,8,19.94326396,2,1,
600,17,5,27,2,3,20.07018634,3,1,
600,17,5,71,4,9,20.14679912,4,4,
600,17,5,171,4,10,20.25393586,4,4,
900,17,5,17,4,6,20.14656827,1,1,
1200,17,5,177,3,10,20.18854626,4,7,
1500,17,5,10,1,7,20.15474777,1,1,
3000,17,5,30,1,6,20.39056445,3,4,
3300,17,5,60,2,2,18.27591623,1,1,
3900,17,5,199,3,5,17.99912281,3,1,
3900,17,5,182,1,4,15.84162963,3,4,
4500,17,5,172,2,4,15.67355932,2,1,
4500,17,5,200,1,4,17.93397059,3,1,
4800,17,5,225,2,3,15.92046589,2,1,
5400,17,5,212,2,3,16.654,1,1,
6300,17,5,221,1,3,15.70701468,1,1,
7200,17,5,59,0,0,16.16553571,2,1,
9300,17,5,66,0,0,13.08466454,0,1,
11700,17,5,178,0,0,12.65315985,5,1,
12000,17,5,41,0,1,13.54779874,0,1,
12600,17,5,69,1,1,13.47286585,1,1,
12900,17,5,45,1,4,12.02892308,2,1,
13500,17,5,49,0,0,12.51245675,0,1,
13800,17,5,42,0,0,13.19511278,3,1,
18000,17,3,44,4,6,16.77176648,2,4,
19800,17,0,51,20,42,16.02822665,16,16,
20100,17,5,70,1,2,11.83098039,2,1,
20400,17,5,48,1,2,12.40803109,1,1,
20700,16,5,75,2,3,13.42329897,1,1,
21000,17,5,78,2,3,11.83098039,4,1,
21600,17,5,43,0,0,12.61388235,1,1,
21600,17,5,55,2,4,11.69964912,3,4,
22500,17,5,197,1,2,12.98888889,2,1,
23100,16,5,175,2,3,13.06193548,1,1,
23100,17,2,54,12,22,14.19495366,4,10,
24000,17,4,9,6,9,12.77480258,2,1,
24000,17,4,156,11,14,12.82244582,4,7,
24000,16,4,16,17,20,12.88313474,7,10,
24300,17,5,202,7,9,12.79681051,2,1,
24300,16,4,187,3,6,13.1449506,2,4,
24300,16,4,188,3,7,13.58029967,0,4,
24300,17,4,150,5,11,12.88529032,3,4,
24300,16,4,13,9,17,12.92371378,4,10,
24600,16,4,207,4,6,12.82244582,2,1,
24600,17,4,21,7,11,12.78448509,2,4,
24600,16,4,186,5,11,12.88529032,3,4,
24600,16,4,234,4,11,12.92371378,2,4,
24600,17,4,195,4,11,13.0647191,4,4,
24600,17,4,221,9,21,13.2463469,3,10,
24900,17,2,182,14,26,13.71424672,2,10,
24900,17,4,151,11,21,12.94033276,4,13,
25200,16,4,214,6,11,13.57692734,1,7,
25200,17,4,227,9,19,13.01177474,4,10,
25500,16,4,163,4,12,13.33556672,0,4,
25500,16,2,185,6,10,13.84706849,2,7,
25500,17,4,237,9,24,13.33556672,1,10,
25800,17,2,106,12,20,14.03533001,1,10,
26100,16,2,168,6,10,14.03533001,1,4,
26100,16,2,164,9,15,14.10996767,1,4,
26100,16,2,235,5,10,13.71424672,1,7,
26100,16,2,222,7,15,14.38297769,3,7,
26400,16,2,161,7,13,14.34633072,0,4,
26400,17,2,24,2,7,14.43773842,2,4,
26400,16,1,138,2,7,15.7391491,2,4,
26400,16,2,34,7,20,14.50047109,5,10,
26700,16,2,193,3,8,14.19495366,1,1,
26700,17,0,2,1,7,15.99063145,1,4,
26700,16,2,117,10,18,14.10996767,3,10,
26700,17,2,81,5,16,15.20670827,2,10,
26700,16,2,179,9,18,14.37213429,3,10,
27000,16,1,112,4,7,16.0409943,2,4,
27000,16,2,209,4,12,15.20670827,2,7,
27000,17,1,68,6,16,15.48476041,4,7,
27000,16,2,152,8,19,14.43773842,3,10,
27300,16,2,165,6,11,14.92616487,1,4,
27300,16,2,211,5,11,14.47566138,3,7,
27300,16,2,0,5,16,15.20670827,2,10,
27300,17,2,232,9,23,14.43773842,5,13,
27600,16,1,136,4,6,15.87918822,0,1,
27600,17,1,210,11,23,15.85553367,3,10,
27900,16,1,20,10,14,15.9878589,2,4,
27900,16,0,162,7,13,16.2396915,4,4,
27900,17,1,230,11,19,15.99258024,4,7,
27900,17,1,183,17,27,15.6689496,4,13,
28200,16,1,219,7,10,15.74491089,0,4,
28200,17,1,19,7,13,15.64816794,3,7,
28200,17,1,166,6,16,15.6351434,3,7,
28200,16,1,39,11,18,15.69681015,3,7,
28200,16,0,41,21,40,16.33493202,7,16,
28500,16,1,79,13,28,15.6400607,5,13,
28800,16,1,191,3,10,15.6351434,3,4,
28800,16,1,192,5,11,15.66709782,0,4,
28800,17,1,236,8,18,15.6351434,3,7,
28800,16,1,120,8,19,15.66351964,4,10,
29100,17,0,80,7,14,16.28842944,5,7,
29100,16,0,206,8,14,15.92961266,1,7,
